normalizedGenre,title,decade,author,numOfActs,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
NotStated,"Свои собаки грызутся, чужая не приставай",1860,Островский,0,64.1137855579869,7.87746170678337,15.7549234135667,10.9409190371991,1.3129102844639
NotStated,"За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1860,Островский,0,63.5014836795252,6.23145400593472,15.7270029673591,13.6498516320475,0.890207715133531
NotStated,Снежимочка,1910,Хлебников,4,56.3691399040236,7.9207579672696,15.7174849267873,19.2174234034699,0.775193798449612
Comedy,Пустодомы,1810,Шаховской,5,66.3171118387386,6.84629918452014,15.6715810865648,10.5372417054027,0.627766184773686
NotStated,Поздняя любовь,1870,Островский,4,68.7210551583305,5.27460211046105,15.6586896791387,8.86848783106598,1.4771652210038
Comedy,Молодые супруги,1810,Грибоедов,0,61.0591900311527,6.54205607476636,15.5763239875389,14.9532710280374,1.86915887850467
Comedy,Приданое обманом,1750,Сумароков,0,66.7741935483871,3.54838709677419,15.4838709677419,13.5483870967742,0.645161290322581
Comedy,"Урок кокеткам, или липецкие воды",1810,Шаховской,5,59.1716139568684,9.15110568955742,15.2835310278714,15.1808381718851,1.21291115381779
Comedy,Рогоносец по воображению,1780,Сумароков,3,55.7243478199361,7.25654655801715,15.274647737883,20.9759004611946,0.768557422969188
Comedy,Свадьба Кречинского,1850,Сухово-Кобылин,3,61.5016998918251,7.71287281718436,15.2186679029516,15.0799721835883,0.486787204450626
NotStated,Дело,1860,Сухово-Кобылин,5,65.7550714932294,4.11318873078359,15.1628057988523,13.7856158810259,1.18331809610879
NotStated,Полоумный Журден,1930,Булгаков,3,59.0608842823157,9.74624239643204,15.0686643558906,13.7712184806777,2.35299048468398
Comedy,Лукавин,1820,Писарев,5,57.6783480083004,7.75285366305085,15.0596575588676,18.6907175840903,0.818423185690869
Comedy,Волки и овцы,1870,Островский,5,67.1364938724263,5.12900813357072,14.9834590702977,10.2833170769844,2.4677218467209
Tragedy,Тамира и Селим,1750,Ломоносов,5,39.2452690628764,6.10269168543231,14.9578624312285,39.3095614358473,0.384615384615385
Comedy,Наследница,1820,Писарев,1,56.8181818181818,7.14285714285714,14.9350649350649,20.1298701298701,0.974025974025974
NotStated,Закат,1920,Бабель,0,65.1050080775444,4.03877221324717,14.8626817447496,14.5395799676898,1.45395799676898
NotStated,Противогазы,1920,Третьяков,3,73.7268342541969,2.28109577945558,14.8037143105094,8.45542152410156,0.732934131736527
NotStated,Сказание о невидимом граде Китеже и деве Февронии,1900,Бельский,4,31.6163870851371,9.84487734487734,14.7891865079365,42.6979617604618,1.0515873015873
NotStated,Бесприданница,1870,Островский,4,67.3414907693555,7.61979867843397,14.7372435230138,8.84310906192962,1.45835796726714
Comedy,Остров мира,1940,Петров,4,65.0357272460053,11.3227963816137,14.732116406047,3.74670848113185,5.16265148520209
Tragedy,Смерть Иоанна Грозного,1860,Толстой,5,61.1488167480663,2.31483172800184,14.6742876129303,20.4526465505547,1.40941736044686
NotStated,Зойкина квартира,1920,Булгаков,3,58.6602429619886,8.48450201318032,14.5630124931871,14.7107708953096,3.58147163633448
Comedy,Опекун,1760,Сумароков,0,68.7943262411348,4.9645390070922,14.5390070921986,11.7021276595745,0
NotStated,"Черепослов, сиречь Френолог",1860,Прутков,0,47.008547008547,16.2393162393162,14.5299145299145,22.2222222222222,0
