,decade,title,author,act,normalizedGenre,numOfSpeakersMale,numOfSpeakersFemale,numOfActs,meanNEUTRAL,meanPOSITIVE,meanNEGATIVE,meanSKIP,meanSPEECH,countNEUTRAL,countPOSITIVE,countNEGATIVE,countSKIP,countSPEECH,avg_text_len,totalCOUNT,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
152,1790,Филомела,Крылов,3,Tragedy,5,2,5,0.813330451647441,,0.793926869568072,0.559867623906869,,3,0,19,26,0,286.458333333333,48,6.25,0,39.5833333333333,54.1666666666667,0
153,1790,Филомела,Крылов,4,Tragedy,5,2,5,0.71562973856926,,0.721323582686876,0.613859385251999,,5,0,19,9,0,228.787878787879,33,15.1515151515152,0,57.5757575757576,27.2727272727273,0
154,1790,Филомела,Крылов,5,Tragedy,5,2,5,0.655272523562113,,0.710384652895086,0.561173839228494,,3,0,17,7,0,337.222222222222,27,11.1111111111111,0,62.962962962963,25.9259259259259,0
155,1790,Фомушка – бабушкин внучек,Кропотов,1,Comedy,7,3,5,0.857244035974145,0.367876291275024,0.70527503490448,0.65702653995582,,80,1,5,14,0,121.05,100,80,1,5,14,0
156,1790,Фомушка – бабушкин внучек,Кропотов,2,Comedy,7,3,5,0.831480080018873,0.892420738935471,0.722152426838875,0.643703180551529,,46,4,8,10,0,149.985294117647,68,67.6470588235294,5.88235294117647,11.7647058823529,14.7058823529412,0
157,1790,Фомушка – бабушкин внучек,Кропотов,3,Comedy,7,3,5,0.873441197302031,0.7134756843249,0.781380732854207,0.615869444608688,0.814321100711823,46,3,3,20,3,143.96,75,61.3333333333333,4,4,26.6666666666667,4
158,1790,Фомушка – бабушкин внучек,Кропотов,4,Comedy,7,3,5,0.751156174756111,0.662329196929932,0.724235320091248,0.666303683072329,,47,2,15,16,0,155.975,80,58.75,2.5,18.75,20,0
159,1790,Фомушка – бабушкин внучек,Кропотов,5,Comedy,7,3,5,0.753031075994174,0.74325367808342,0.830378316342831,0.666928207874298,,30,2,8,10,0,163.84,50,60,4,16,20,0
160,1790,Чудаки,Княжнин,1,Comedy,11,3,5,0.809854552902357,0.747926399111748,0.811194134950638,0.591424119614419,0.993285566568375,99,10,25,42,2,101.713483146067,178,55.6179775280899,5.61797752808989,14.0449438202247,23.5955056179775,1.12359550561798
161,1790,Чудаки,Княжнин,2,Comedy,11,3,5,0.773146915766928,0.717937062184016,0.763202615082264,0.643848054312371,0.98516700665156,54,9,24,37,3,123.07874015748,127,42.5196850393701,7.08661417322835,18.8976377952756,29.1338582677165,2.36220472440945
162,1790,Чудаки,Княжнин,3,Comedy,11,3,5,0.819418481012591,0.751687659157647,0.859668944744354,0.655243267990508,0.982162564992905,147,18,47,53,2,70.3932584269663,267,55.0561797752809,6.74157303370787,17.6029962546817,19.8501872659176,0.749063670411985
163,1790,Чудаки,Княжнин,4,Comedy,11,3,5,0.809427923947862,0.838999897241592,0.799270597321016,0.611441967579035,,103,6,54,52,0,94,215,47.9069767441861,2.79069767441861,25.1162790697674,24.1860465116279,0
164,1790,Чудаки,Княжнин,5,Comedy,11,3,5,0.847657362453076,0.870974252621333,0.818658148354672,0.659033955207893,0.920175731182098,119,12,47,56,1,84.6042553191489,235,50.6382978723404,5.1063829787234,20,23.8297872340426,0.425531914893617
165,1790,Ябеда,Капнист,1,Comedy,12,3,5,0.85822013583852,0.834910098995481,0.785574187007215,0.57757973245212,0.864828836917877,164,14,36,35,10,86.2007722007722,259,63.3204633204633,5.40540540540541,13.8996138996139,13.5135135135135,3.86100386100386
166,1790,Ябеда,Капнист,2,Comedy,12,3,5,0.860302592101304,0.775904456774394,0.862951758606681,0.619448680253256,0.833720505237579,138,12,29,21,10,64.5,210,65.7142857142857,5.71428571428571,13.8095238095238,10,4.76190476190476
167,1790,Ябеда,Капнист,3,Comedy,12,3,5,0.831509876556886,0.728164636171781,0.789970510100064,0.638360057459321,0.88404921690623,195,13,38,43,3,56.972602739726,292,66.7808219178082,4.45205479452055,13.013698630137,14.7260273972603,1.02739726027397
168,1790,Ябеда,Капнист,4,Comedy,12,3,5,0.778775799132529,0.666253084937731,0.803110836325465,0.610577953358491,0.883254051208496,84,6,37,12,2,109.86524822695,141,59.5744680851064,4.25531914893617,26.2411347517731,8.51063829787234,1.41843971631206
169,1790,Ябеда,Капнист,5,Comedy,12,3,5,0.851168926106766,0.889784298837185,0.811007451443445,0.589879702244486,0.816937764485677,128,12,42,28,3,69.7136150234742,213,60.093896713615,5.63380281690141,19.7183098591549,13.1455399061033,1.40845070422535
170,1800,Димитрий Донской,Озеров,1,Tragedy,8,2,5,0.712438729794129,0.357034862041473,0.690412372350693,0.564476177096367,,23,1,3,12,0,443.461538461539,39,58.974358974359,2.56410256410256,7.69230769230769,30.7692307692308,0
171,1800,Димитрий Донской,Озеров,2,Tragedy,8,2,5,0.771780848503113,0.753162503242493,0.814499284539904,0.654922858757131,,19,2,7,17,0,293.844444444444,45,42.2222222222222,4.44444444444445,15.5555555555556,37.7777777777778,0
172,1800,Димитрий Донской,Озеров,3,Tragedy,8,2,5,0.669855478264037,,0.50618708559445,0.539554603397846,,21,0,7,12,0,376.475,40,52.5,0,17.5,30,0
173,1800,Димитрий Донской,Озеров,4,Tragedy,8,2,5,0.716091472169627,,0.869791916438511,0.624782754480839,,23,0,7,20,0,319.28,50,46,0,14,40,0
174,1800,Димитрий Донской,Озеров,5,Tragedy,8,2,5,0.704355863424448,0.804912894964218,0.824461705982685,0.615295042594274,,26,2,8,15,0,225.803921568628,51,50.9803921568627,3.92156862745098,15.6862745098039,29.4117647058824,0
175,1800,"Ермак, покоритель Сибири",Плавильщиков,1,Tragedy,7,2,5,0.738687584400177,0.529460571706295,0.792856708168984,0.654287341568205,,25,4,8,9,0,344.326086956522,46,54.3478260869565,8.69565217391304,17.3913043478261,19.5652173913044,0
176,1800,"Ермак, покоритель Сибири",Плавильщиков,2,Tragedy,7,2,5,0.795271501876414,0.683348843455315,0.76522202603519,0.616622511545817,,32,10,16,15,0,188.328767123288,73,43.8356164383562,13.6986301369863,21.9178082191781,20.5479452054795,0
177,1800,"Ермак, покоритель Сибири",Плавильщиков,3,Tragedy,7,2,5,0.747946832577388,0.833250015974045,0.778157217936082,0.665259493248803,,15,6,11,14,0,341.521739130435,46,32.6086956521739,13.0434782608696,23.9130434782609,30.4347826086957,0
178,1800,"Ермак, покоритель Сибири",Плавильщиков,4,Tragedy,7,2,5,0.831895883436556,,0.858272389361733,0.584788598120213,,27,0,19,8,0,215.333333333333,54,50,0,35.1851851851852,14.8148148148148,0
179,1800,"Ермак, покоритель Сибири",Плавильщиков,5,Tragedy,7,2,5,0.797774693545173,0.695395916700363,0.807327598333359,0.56801511482759,,17,6,14,11,0,237.166666666667,48,35.4166666666667,12.5,29.1666666666667,22.9166666666667,0
193,1810,Антигона,Капнист,1,Tragedy,5,2,5,0.742684982717037,,0.651653575045722,0.5625716984272,,8,0,7,10,0,430.6,25,32,0,28,40,0
194,1810,Антигона,Капнист,2,Tragedy,5,2,5,0.640616862103343,,0.737563664714495,0.632969532161951,,16,0,12,8,0,351.388888888889,36,44.4444444444444,0,33.3333333333333,22.2222222222222,0
195,1810,Антигона,Капнист,3,Tragedy,5,2,5,0.768958519399166,0.656216114759445,0.758463660875956,0.583649560809135,,20,2,9,6,0,267.567567567568,37,54.0540540540541,5.40540540540541,24.3243243243243,16.2162162162162,0
196,1810,Антигона,Капнист,4,Tragedy,5,2,5,0.664354367388619,,0.563165217638016,0.546742049356302,,9,0,6,12,0,355.592592592593,27,33.3333333333333,0,22.2222222222222,44.4444444444444,0
197,1810,Антигона,Капнист,5,Tragedy,5,2,5,0.663846038281918,0.941689193248749,0.733496743771765,0.66229020886951,,4,1,18,9,0,358.96875,32,12.5,3.125,56.25,28.125,0
198,1810,"Вельзен, или освобожденная Голландия",Глинка,1,Tragedy,17,1,5,0.743166384371844,0.681940078735352,0.671266502141953,0.549347145689858,,11,1,10,9,0,245.322580645161,31,35.4838709677419,3.2258064516129,32.258064516129,29.0322580645161,0
199,1810,"Вельзен, или освобожденная Голландия",Глинка,2,Tragedy,17,1,5,0.862365904607271,0.475370511412621,0.750243473052979,0.634512833186558,,19,2,15,14,0,192.4,50,38,4,30,28,0
200,1810,"Вельзен, или освобожденная Голландия",Глинка,3,Tragedy,17,1,5,0.758640052080154,0.734009186426799,0.862116275089128,0.625365325382778,,25,3,14,35,0,206.896103896104,77,32.4675324675325,3.8961038961039,18.1818181818182,45.4545454545455,0
201,1810,"Вельзен, или освобожденная Голландия",Глинка,4,Tragedy,17,1,5,0.686498280833749,0.810884247223536,0.749005072883197,0.687029139200846,,17,3,14,15,0,176,49,34.6938775510204,6.12244897959184,28.5714285714286,30.6122448979592,0
202,1810,"Вельзен, или освобожденная Голландия",Глинка,5,Tragedy,17,1,5,0.724406376481056,0.834181462015424,0.767801016569138,0.602882793545723,,16,7,9,20,0,158.442307692308,52,30.7692307692308,13.4615384615385,17.3076923076923,38.4615384615385,0
207,1810,Пустодомы,Шаховской,1,Comedy,8,4,5,0.874925440215335,0.794430786371231,0.848840815239939,0.633866446358817,0.452355474233627,196,10,29,35,2,52.75,272,72.0588235294118,3.67647058823529,10.6617647058824,12.8676470588235,0.735294117647059
208,1810,Пустодомы,Шаховской,2,Comedy,8,4,5,0.868205216783349,0.905944900079207,0.828143523931503,0.680544450879097,0.932821532090505,186,33,50,26,3,43.7885906040268,298,62.4161073825503,11.0738255033557,16.7785234899329,8.7248322147651,1.00671140939597
209,1810,Пустодомы,Шаховской,3,Comedy,8,4,5,0.885816496693426,0.898556839674711,0.800279285344813,0.602404431572982,0.997820615768433,144,16,36,28,1,59.1111111111111,225,64,7.11111111111111,16,12.4444444444444,0.444444444444444
210,1810,Пустодомы,Шаховской,4,Comedy,8,4,5,0.873408280313015,0.810551234086355,0.778723084057371,0.597587078809738,,176,15,48,24,0,50.3384030418251,263,66.9201520912548,5.70342205323194,18.2509505703422,9.1254752851711,0
211,1810,Пустодомы,Шаховской,5,Comedy,8,4,5,0.853390489979614,0.846452040331704,0.779999714238303,0.61844526976347,0.74530428647995,139,14,35,20,2,60.6,210,66.1904761904762,6.66666666666667,16.6666666666667,9.52380952380952,0.952380952380952
215,1810,"Урок кокеткам, или липецкие воды",Шаховской,1,Comedy,8,3,5,0.859259045521418,0.863581185539564,0.764125620617586,0.638257423639298,0.742140263319016,75,12,17,25,2,113.93893129771,131,57.2519083969466,9.16030534351145,12.9770992366412,19.0839694656489,1.52671755725191
216,1810,"Урок кокеткам, или липецкие воды",Шаховской,2,Comedy,8,3,5,0.864035549781305,0.845575747581629,0.816084705080305,0.664416190825011,0.748961309591929,139,26,35,38,3,68.4813278008299,241,57.6763485477178,10.7883817427386,14.5228215767635,15.7676348547718,1.2448132780083
217,1810,"Урок кокеткам, или липецкие воды",Шаховской,3,Comedy,8,3,5,0.842514429022284,0.847945403793584,0.827910918565024,0.63900817305811,0.896931389967601,170,23,42,31,3,62.546468401487,269,63.1970260223048,8.55018587360595,15.6133828996283,11.5241635687732,1.11524163568773
218,1810,"Урок кокеткам, или липецкие воды",Шаховской,4,Comedy,8,3,5,0.887257681578718,0.848226592654274,0.814113962407015,0.611565344756649,0.855265662074089,186,21,49,31,4,59.2577319587629,291,63.9175257731959,7.21649484536082,16.8384879725086,10.6529209621993,1.3745704467354
219,1810,"Урок кокеткам, или липецкие воды",Шаховской,5,Comedy,8,3,5,0.881023116965792,0.855991762876511,0.823582333035585,0.650211207410123,0.996935218572617,134,25,41,47,2,55.7309236947791,249,53.8152610441767,10.0401606425703,16.4658634538153,18.8755020080321,0.803212851405622
234,1820,Лукавин,Писарев,1,Comedy,10,2,5,0.83488887127708,0.850859977304936,0.745052888989449,0.660491234064102,0.890830397605896,85,8,18,35,1,82.952380952381,147,57.8231292517007,5.4421768707483,12.2448979591837,23.8095238095238,0.680272108843537
235,1820,Лукавин,Писарев,2,Comedy,10,2,5,0.830370844403903,0.821679309010506,0.738569586049943,0.674115910341865,0.964263290166855,90,14,21,38,2,75.7272727272727,165,54.5454545454545,8.48484848484849,12.7272727272727,23.030303030303,1.21212121212121
236,1820,Лукавин,Писарев,3,Comedy,10,2,5,0.836699352020354,0.846469839413961,0.789445829802546,0.653124790037832,0.815258741378784,127,18,29,31,1,60.6699029126214,206,61.6504854368932,8.7378640776699,14.0776699029126,15.0485436893204,0.485436893203883
237,1820,Лукавин,Писарев,4,Comedy,10,2,5,0.858979792557946,0.800043676048517,0.794335800409317,0.697341222895516,,129,16,40,45,0,60.4695652173913,230,56.0869565217391,6.95652173913044,17.3913043478261,19.5652173913044,0
238,1820,Лукавин,Писарев,5,Comedy,10,2,5,0.857475265860558,0.812764510512352,0.809091971679167,0.65228994119735,0.785148064295451,102,16,33,21,3,52.8,175,58.2857142857143,9.14285714285714,18.8571428571429,12,1.71428571428571
244,1830,Menschen und Leidenschaften,Лермонтов,1,Tragedy,6,5,5,0.818326119242645,0.830540364438837,0.766500070691109,0.641278951256364,0.801826963822047,41,11,20,27,3,147.901960784314,102,40.1960784313726,10.7843137254902,19.6078431372549,26.4705882352941,2.94117647058824
245,1830,Menschen und Leidenschaften,Лермонтов,2,Tragedy,6,5,5,0.815951610987003,0.730992265045643,0.788804116348426,0.657854924147779,,39,8,24,22,0,167.150537634409,93,41.9354838709677,8.60215053763441,25.8064516129032,23.6559139784946,0
246,1830,Menschen und Leidenschaften,Лермонтов,3,Tragedy,6,5,5,0.920553357512863,0.81542643904686,0.772889199080291,0.58729616800944,,27,4,27,12,0,198.028571428571,70,38.5714285714286,5.71428571428571,38.5714285714286,17.1428571428571,0
247,1830,Menschen und Leidenschaften,Лермонтов,4,Tragedy,6,5,5,0.816624031491476,0.764393717050552,0.770159546108473,0.636754639838871,,73,9,42,19,0,134.657342657343,143,51.0489510489511,6.29370629370629,29.3706293706294,13.2867132867133,0
248,1830,Menschen und Leidenschaften,Лермонтов,5,Tragedy,6,5,5,0.830761603906121,0.920631732259478,0.867525411976708,0.663153201341629,0.415518134832382,71,7,54,23,1,120.634615384615,156,45.5128205128205,4.48717948717949,34.6153846153846,14.7435897435897,0.641025641025641
253,1830,Ревизор,Гоголь,1,Comedy,22,8,5,0.841093999147415,0.86481699347496,0.775120259477542,0.668058967048472,0.640818119049072,90,2,26,11,1,164.223076923077,130,69.2307692307692,1.53846153846154,20,8.46153846153846,0.769230769230769
254,1830,Ревизор,Гоголь,2,Comedy,22,8,5,0.840002970809632,0.780580917994181,0.854368843138218,0.632074929773808,0.851432217018945,94,6,28,8,7,122.055944055944,143,65.7342657342657,4.1958041958042,19.5804195804196,5.59440559440559,4.8951048951049
255,1830,Ревизор,Гоголь,3,Comedy,22,8,5,0.863988906455537,0.899239231710849,0.855180125487478,0.640456516827856,0.846393138170242,96,23,19,28,4,124.052941176471,170,56.4705882352941,13.5294117647059,11.1764705882353,16.4705882352941,2.35294117647059
256,1830,Ревизор,Гоголь,4,Comedy,22,8,5,0.869798332780272,0.858976760879159,0.738029950261116,0.599737901240587,0.707064747810364,182,32,50,40,9,86.6230031948882,313,58.14696485623,10.223642172524,15.9744408945687,12.779552715655,2.87539936102236
257,1830,Ревизор,Гоголь,5,Comedy,22,8,5,0.840184950958128,0.764935558040937,0.854326770261482,0.617377174171535,0.981426813772747,92,12,27,22,14,109.167664670659,167,55.0898203592814,7.18562874251497,16.1676646706587,13.1736526946108,8.38323353293413
286,1850,Бедная невеста,Островский,1,Comedy,10,17,5,0.842014828004128,0.756668493151665,0.824685129523277,0.643515386364677,0.911679282784462,121,20,30,44,4,110.383561643836,219,55.2511415525114,9.1324200913242,13.6986301369863,20.0913242009132,1.82648401826484
287,1850,Бедная невеста,Островский,2,Comedy,10,17,5,0.895696220950707,0.861769791841507,0.816904420653979,0.644953846000135,0.828772336244583,179,25,48,32,4,80.5347222222222,288,62.1527777777778,8.68055555555556,16.6666666666667,11.1111111111111,1.38888888888889
288,1850,Бедная невеста,Островский,3,Comedy,10,17,5,0.856127132794687,0.884919509291649,0.811350980801369,0.635161590169777,0.647168427705765,112,22,67,44,3,102.133064516129,248,45.1612903225806,8.87096774193548,27.0161290322581,17.741935483871,1.20967741935484
289,1850,Бедная невеста,Островский,4,Comedy,10,17,5,0.875226167408196,0.805031363169352,0.853438692859241,0.595553199450175,0.880055407683055,111,15,70,33,3,96.7155172413793,232,47.8448275862069,6.46551724137931,30.1724137931035,14.2241379310345,1.29310344827586
290,1850,Бедная невеста,Островский,5,Comedy,10,17,5,0.867353346913752,0.829040278991064,0.824414530526037,0.629974621348083,0.831902316638402,99,15,23,32,7,91.6193181818182,176,56.25,8.52272727272727,13.0681818181818,18.1818181818182,3.97727272727273
303,1850,Гроза,Островский,1,NotStated,19,9,5,0.831610471010208,0.809628508488337,0.810651153888343,0.586649796541999,0.796965420246124,108,15,53,34,3,103.244131455399,213,50.7042253521127,7.04225352112676,24.8826291079812,15.962441314554,1.40845070422535
304,1850,Гроза,Островский,2,NotStated,19,9,5,0.85241653228348,0.680259414017201,0.744912951400406,0.650554236769676,0.375762403011322,88,4,38,20,1,88.0397350993378,151,58.2781456953642,2.64900662251656,25.1655629139073,13.2450331125828,0.662251655629139
305,1850,Гроза,Островский,4,NotStated,19,9,5,0.858895959598678,0.796170241302914,0.870941833807872,0.570238849946431,,70,9,26,14,0,84.0924369747899,119,58.8235294117647,7.56302521008403,21.8487394957983,11.7647058823529,0
306,1850,Гроза,Островский,5,NotStated,19,9,5,0.872421142778226,0.937632903456688,0.772511166334152,0.583416777849197,0.761513402064641,56,4,30,20,3,96.4601769911505,113,49.5575221238938,3.53982300884956,26.5486725663717,17.6991150442478,2.65486725663717
307,1850,Доходное место,Островский,1,Comedy,11,5,5,0.852439345625358,0.893550762108394,0.861264375123111,0.620810537040234,0.976358324289322,123,14,33,20,2,109.833333333333,192,64.0625,7.29166666666667,17.1875,10.4166666666667,1.04166666666667
308,1850,Доходное место,Островский,2,Comedy,11,5,5,0.851693459555634,0.825128046905293,0.792495742865971,0.620920106768608,0.968547701835632,117,17,35,26,1,110.428571428571,196,59.6938775510204,8.6734693877551,17.8571428571429,13.265306122449,0.510204081632653
309,1850,Доходное место,Островский,3,Comedy,11,5,5,0.820094866915183,0.776449598371983,0.820012324235656,0.56577471892039,0.739089926083883,110,16,22,18,3,78.508875739645,169,65.0887573964497,9.46745562130178,13.0177514792899,10.6508875739645,1.77514792899408
310,1850,Доходное место,Островский,4,Comedy,11,5,5,0.878834621193483,0.882819273892571,0.826721998582403,0.591847607583711,0.73612654209137,97,17,83,33,5,108.863829787234,235,41.2765957446809,7.23404255319149,35.3191489361702,14.0425531914894,2.12765957446809
311,1850,Доходное место,Островский,5,Comedy,11,5,5,0.841270372552692,0.862123817205429,0.887448167359388,0.523709234264162,0.729044407606125,53,2,27,9,2,168.537634408602,93,56.989247311828,2.1505376344086,29.0322580645161,9.67741935483871,2.1505376344086
315,1850,Месяц в деревне,Тургенев,1,Comedy,8,5,5,0.880262829331369,0.883327783644199,0.802821429239379,0.670741213219506,0.882990429798762,233,20,36,35,6,71.2545454545455,330,70.6060606060606,6.06060606060606,10.9090909090909,10.6060606060606,1.81818181818182
316,1850,Месяц в деревне,Тургенев,2,Comedy,8,5,5,0.891245505591827,0.842119424239449,0.776971253156662,0.722249514857928,0.769935207707541,268,23,50,30,7,78.6640211640212,378,70.8994708994709,6.08465608465609,13.2275132275132,7.93650793650794,1.85185185185185
317,1850,Месяц в деревне,Тургенев,3,Comedy,8,5,5,0.881288419569935,0.777947084605694,0.822285722692808,0.597369196159499,0.829802429676056,222,20,60,14,5,108.283489096573,321,69.1588785046729,6.23052959501558,18.6915887850467,4.3613707165109,1.55763239875389
318,1850,Месяц в деревне,Тургенев,4,Comedy,8,5,5,0.887141446934806,0.895637969175975,0.794453464924021,0.635878875851631,0.614789068698883,135,6,47,14,1,138.029556650246,203,66.5024630541872,2.95566502463054,23.1527093596059,6.89655172413793,0.492610837438424
319,1850,Месяц в деревне,Тургенев,5,Comedy,8,5,5,0.899543544072755,0.864873500970694,0.764406900656851,0.572288079559803,0.854220455884933,191,26,38,20,10,85.1157894736842,285,67.0175438596491,9.12280701754386,13.3333333333333,7.01754385964912,3.50877192982456
327,1850,Нелюдимка,Ростопчина,1,NotStated,9,3,5,0.810354135159789,0.932040345668793,0.819069242791126,0.624495380755627,0.94380122423172,58,5,19,33,2,173.179487179487,117,49.5726495726496,4.27350427350427,16.2393162393162,28.2051282051282,1.70940170940171
328,1850,Нелюдимка,Ростопчина,2,NotStated,9,3,5,0.823795685172081,0.816543269615907,0.767767465114594,0.697154361577261,0.53977358341217,70,13,30,42,1,165.455128205128,156,44.8717948717949,8.33333333333333,19.2307692307692,26.9230769230769,0.641025641025641
329,1850,Нелюдимка,Ростопчина,3,NotStated,9,3,5,0.862964546238935,0.672362546126048,0.833318728208542,0.644656018777327,0.426743015646935,54,3,10,11,2,203.95,80,67.5,3.75,12.5,13.75,2.5
330,1850,Нелюдимка,Ростопчина,4,NotStated,9,3,5,0.780499580715384,0.746320188045502,0.743367907248045,0.643880622461438,,28,6,19,16,0,205.144927536232,69,40.5797101449275,8.69565217391304,27.536231884058,23.1884057971015,0
331,1850,Нелюдимка,Ростопчина,5,NotStated,9,3,5,0.775977098423502,0.777345448732376,0.802431193987529,0.671757582161162,0.82624676823616,23,6,15,18,2,180.09375,64,35.9375,9.375,23.4375,28.125,3.125
354,1860,Воевода (Сон на Волге),Островский,2,Comedy,50,10,5,0.846314864649492,0.816592935058806,0.74192803000149,0.648098668787214,0.883374750614166,85,9,19,45,3,116.310559006211,161,52.7950310559006,5.59006211180124,11.8012422360248,27.9503105590062,1.86335403726708
355,1860,Воевода (Сон на Волге),Островский,3,Comedy,50,10,5,0.847871268141097,0.490704168876012,0.678158980149489,0.663344860076904,0.990610301494598,69,3,13,28,2,82.9739130434783,115,60,2.60869565217391,11.304347826087,24.3478260869565,1.73913043478261
356,1860,Воевода (Сон на Волге),Островский,4,Comedy,50,10,5,0.831410519778729,0.961745083332062,0.746980066482837,0.607378887502771,0.73088800162077,100,1,13,19,4,98.9124087591241,137,72.992700729927,0.72992700729927,9.48905109489051,13.8686131386861,2.91970802919708
357,1860,Воевода (Сон на Волге),Островский,5,Comedy,50,10,5,0.849756860182065,0.685229599475861,0.705658201873302,0.658325184583664,0.816124528646469,119,4,20,25,3,79.7076023391813,171,69.5906432748538,2.33918128654971,11.6959064327485,14.6198830409357,1.75438596491228
358,1860,Горячее сердце,Островский,1,Comedy,17,2,5,0.852919776446936,0.782063212245703,0.762382870003329,0.60868204832077,,164,8,59,35,0,76.7293233082707,266,61.6541353383459,3.00751879699248,22.1804511278196,13.1578947368421,0
359,1860,Горячее сердце,Островский,2,Comedy,17,2,5,0.851359259533255,0.873243340424129,0.751746254617518,0.624827631421991,0.89689376950264,152,7,55,37,2,83.9288537549407,253,60.0790513833992,2.76679841897233,21.7391304347826,14.6245059288538,0.790513833992095
360,1860,Горячее сердце,Островский,3,Comedy,17,2,5,0.811719109144437,0.768638620773951,0.796420801348156,0.632539415732026,0.752294145524502,169,3,45,32,8,77.4163424124514,257,65.7587548638132,1.16731517509728,17.5097276264591,12.4513618677043,3.11284046692607
361,1860,Горячее сердце,Островский,5,Comedy,17,2,5,0.873705183007136,0.682179618626833,0.708324340673593,0.616610374479067,0.559401611487071,119,8,26,42,3,80.7474747474748,198,60.1010101010101,4.04040404040404,13.1313131313131,21.2121212121212,1.51515151515152
363,1860,Дело,Сухово-Кобылин,1,NotStated,18,2,5,0.871430784998453,0.867526666684584,0.837438015834145,0.633453179840688,0.835422318842676,223,11,46,54,18,94.2471590909091,352,63.3522727272727,3.125,13.0681818181818,15.3409090909091,5.11363636363636
364,1860,Дело,Сухово-Кобылин,2,NotStated,18,2,5,0.868327374578616,0.808681301772595,0.790378541559786,0.615860522724688,0.95176237821579,218,8,37,32,1,73.7060810810811,296,73.6486486486487,2.7027027027027,12.5,10.8108108108108,0.337837837837838
365,1860,Дело,Сухово-Кобылин,3,NotStated,18,2,5,0.861283836254464,0.828477181494236,0.742099176160991,0.632451290145834,,227,12,64,47,0,81.1828571428572,350,64.8571428571429,3.42857142857143,18.2857142857143,13.4285714285714,0
366,1860,Дело,Сухово-Кобылин,4,NotStated,18,2,5,0.866024408112751,0.82463663816452,0.72941832165969,0.645623707109027,,89,7,19,18,0,65.6240601503759,133,66.9172932330827,5.26315789473684,14.2857142857143,13.5338345864662,0
367,1860,Дело,Сухово-Кобылин,5,NotStated,18,2,5,0.836054008598476,0.741689711809158,0.721501417850193,0.623165222651818,0.854488551616669,129,13,38,34,1,79.2279069767442,215,60,6.04651162790698,17.6744186046512,15.8139534883721,0.465116279069767
373,1860,На всякого мудреца довольно простоты,Островский,1,Comedy,9,7,5,0.894269652664661,0.847899950212903,0.843390273196357,0.635188345398222,0.736861358086268,172,9,35,14,6,68.0423728813559,236,72.8813559322034,3.8135593220339,14.8305084745763,5.93220338983051,2.54237288135593
374,1860,На всякого мудреца довольно простоты,Островский,2,Comedy,9,7,5,0.859748938326108,0.85245230623654,0.733277072906494,0.621764773414249,0.870853284994761,177,35,25,21,9,82.6217228464419,267,66.2921348314607,13.1086142322097,9.36329588014981,7.86516853932584,3.37078651685393
375,1860,На всякого мудреца довольно простоты,Островский,3,Comedy,9,7,5,0.873619930266024,0.787276873534376,0.807699547759418,0.602519592818092,0.916868209838867,182,22,29,17,4,68.1338582677165,254,71.6535433070866,8.66141732283465,11.4173228346457,6.69291338582677,1.5748031496063
376,1860,На всякого мудреца довольно простоты,Островский,5,Comedy,9,7,5,0.889558979533088,0.925728191932043,0.73943996743152,0.608124653498332,0.69842400153478,142,6,19,12,3,92.5934065934066,182,78.021978021978,3.2967032967033,10.4395604395604,6.59340659340659,1.64835164835165
379,1860,Расточитель,Лесков,1,NotStated,24,7,5,0.844037039992736,0.748034715652466,0.789327862007277,0.633504756996709,0.802957952022553,97,3,42,31,1,145.775862068966,174,55.7471264367816,1.72413793103448,24.1379310344828,17.816091954023,0.574712643678161
380,1860,Расточитель,Лесков,2,NotStated,24,7,5,0.842969744626818,0.872076193491618,0.803560146795852,0.62776599879618,0.945799738168716,116,6,56,27,2,159.671497584541,207,56.0386473429952,2.89855072463768,27.0531400966184,13.0434782608696,0.966183574879227
381,1860,Расточитель,Лесков,3,NotStated,24,7,5,0.842448434073054,0.850241975350814,0.760405024938416,0.614499506950379,0.834163308143616,167,11,57,25,6,113.992481203008,266,62.7819548872181,4.13533834586466,21.4285714285714,9.3984962406015,2.25563909774436
382,1860,Расточитель,Лесков,4,NotStated,24,7,5,0.813304499439571,0.805749674638112,0.817339109049903,0.630115441185363,0.941768729686737,115,12,45,47,5,133.629464285714,224,51.3392857142857,5.35714285714286,20.0892857142857,20.9821428571429,2.23214285714286
383,1860,Расточитель,Лесков,5,NotStated,24,7,5,0.849102355224986,0.832194934288661,0.787293378677633,0.714724988621824,0.692197114229202,71,6,36,34,2,108.973154362416,149,47.6510067114094,4.02684563758389,24.1610738255034,22.8187919463087,1.34228187919463
385,1860,Смерть Иоанна Грозного,Толстой,1,Tragedy,62,5,5,0.789571600484437,0.699581444263458,0.743276471538203,0.595620991410436,0.399837255477905,116,2,28,37,1,127.657608695652,184,63.0434782608696,1.08695652173913,15.2173913043478,20.1086956521739,0.543478260869565
386,1860,Смерть Иоанна Грозного,Толстой,2,Tragedy,62,5,5,0.809333257701086,0.833367119232814,0.69422909617424,0.588338273136239,0.677178758382797,92,6,10,19,5,107.856060606061,132,69.6969696969697,4.54545454545455,7.57575757575758,14.3939393939394,3.78787878787879
