Жанр,Нейтральная,Позитивная,Негативная,Неясная,Формула вежливости
Comedy,58.6102313154649,6.42451348396994,17.7020213878382,15.8646751729669,1.39855863976017
NotStated,57.9327193505391,6.3653705488949,19.312428760178,14.9161973301266,1.47328401026138
Tragedy,39.9317984517722,3.40638068143977,23.8707687659877,32.3292079524196,0.461844148380821
