,decade,title,author,act,normalizedGenre,numOfSpeakersMale,numOfSpeakersFemale,numOfActs,meanNEUTRAL,meanPOSITIVE,meanNEGATIVE,meanSKIP,meanSPEECH,countNEUTRAL,countPOSITIVE,countNEGATIVE,countSKIP,countSPEECH,totalCOUNT,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
25,1750,Семира,Сумароков,2,Tragedy,8,2,5,0.703741143941879,0.824195921421051,0.785240496907915,0.629595446917746,,25,2,21,18,0,66,37.8787878787879,3.03030303030303,31.8181818181818,27.2727272727273,0
26,1750,Семира,Сумароков,3,Tragedy,8,2,5,0.720869032045206,,0.733716242370151,0.584340861688058,,12,0,21,24,0,57,21.0526315789474,0,36.8421052631579,42.1052631578947,0
27,1750,Семира,Сумароков,4,Tragedy,8,2,5,0.755821451544762,,0.718382991022534,0.624901449680328,,24,0,18,25,0,67,35.8208955223881,0,26.8656716417911,37.3134328358209,0
28,1750,Семира,Сумароков,5,Tragedy,8,2,5,0.804736405611038,0.675930187106133,0.816309540044694,0.610697372754415,,12,4,21,15,0,52,23.0769230769231,7.69230769230769,40.3846153846154,28.8461538461538,0
29,1750,Синав и Трувор,Сумароков,1,Tragedy,5,1,5,0.761494741491649,0.578595042228699,0.76118391752243,0.6521233689785,,23,2,11,25,0,61,37.7049180327869,3.27868852459016,18.0327868852459,40.9836065573771,0
30,1750,Синав и Трувор,Сумароков,2,Tragedy,5,1,5,0.673020909229914,0.94734400510788,0.693879615515471,0.671411604682605,,6,1,8,30,0,45,13.3333333333333,2.22222222222222,17.7777777777778,66.6666666666667,0
31,1750,Синав и Трувор,Сумароков,3,Tragedy,5,1,5,0.718758857250214,0.893167734146118,0.728415083885193,0.68540466427803,,15,1,15,30,0,61,24.5901639344262,1.63934426229508,24.5901639344262,49.1803278688525,0
32,1750,Синав и Трувор,Сумароков,4,Tragedy,5,1,5,0.757236652076244,,0.812717189391454,0.68373700801064,,8,0,12,17,0,37,21.6216216216216,0,32.4324324324324,45.945945945946,0
33,1750,Синав и Трувор,Сумароков,5,Tragedy,5,1,5,0.814441826194525,,0.775098738345233,0.667805516057544,,16,0,11,9,0,36,44.4444444444444,0,30.5555555555556,25,0
34,1750,Ссора у мужа с женой,Сумароков,0,Comedy,4,4,0,0.82518954845992,0.804908998310566,0.832871869206429,0.635499381522338,,176,8,32,60,0,276,63.768115942029,2.89855072463768,11.5942028985507,21.7391304347826,0
35,1750,Тамира и Селим,Ломоносов,1,Tragedy,8,2,5,0.690614723107394,0.842315942049027,0.93314528465271,0.581045799530469,,17,2,2,13,0,34,50,5.88235294117647,5.88235294117647,38.2352941176471,0
36,1750,Тамира и Селим,Ломоносов,2,Tragedy,8,2,5,0.709049890438716,0.633529037237167,0.783936560153961,0.652057023985045,,15,2,3,14,0,34,44.1176470588235,5.88235294117647,8.82352941176471,41.1764705882353,0
37,1750,Тамира и Селим,Ломоносов,3,Tragedy,8,2,5,0.718001795666558,0.665053188800812,0.745018616318703,0.608535346530733,,14,2,4,21,0,41,34.1463414634146,4.87804878048781,9.75609756097561,51.219512195122,0
38,1750,Тамира и Селим,Ломоносов,4,Tragedy,8,2,5,0.664553378116001,0.826290488243103,0.75291585651311,0.5952401359876,,22,2,11,12,0,47,46.8085106382979,4.25531914893617,23.4042553191489,25.531914893617,0
39,1750,Тамира и Селим,Ломоносов,5,Tragedy,8,2,5,0.59164449301633,0.84892121553421,0.779316367847579,0.656507096120289,0.422058403491974,11,5,14,21,1,52,21.1538461538462,9.61538461538462,26.9230769230769,40.3846153846154,1.92307692307692
40,1750,Тресотиниус,Сумароков,0,Comedy,10,1,0,0.788435511437117,0.842865439978513,0.738260835409164,0.640000875249054,0.598775416612625,102,11,18,33,2,166,61.4457831325301,6.62650602409639,10.8433734939759,19.8795180722892,1.20481927710843
41,1750,Чудовищи,Сумароков,1,Comedy,8,3,3,0.861162576451898,0.815488263964653,0.853864272125065,0.59786979953448,,80,4,32,15,0,131,61.0687022900763,3.05343511450382,24.4274809160305,11.4503816793893,0
42,1750,Чудовищи,Сумароков,2,Comedy,8,3,3,0.838879568442222,0.914260375499725,0.811882606574467,0.602353553409162,0.975583791732788,62,5,21,23,1,112,55.3571428571429,4.46428571428571,18.75,20.5357142857143,0.892857142857143
43,1750,Чудовищи,Сумароков,3,Comedy,8,3,3,0.829552250892617,0.703048944473267,0.792547957102458,0.593651616573334,0.689486831426621,86,4,15,15,2,122,70.4918032786885,3.27868852459016,12.2950819672131,12.2950819672131,1.63934426229508
44,1760,Агриопа,Майков,1,Tragedy,6,2,5,0.753616380904402,0.540416836738586,0.750213265419006,0.64476987057262,,28,1,9,18,0,56,50,1.78571428571429,16.0714285714286,32.1428571428572,0
45,1760,Агриопа,Майков,2,Tragedy,6,2,5,0.737872905022389,,0.769187101951012,0.605242841773563,,37,0,13,27,0,77,48.0519480519481,0,16.8831168831169,35.0649350649351,0
46,1760,Агриопа,Майков,3,Tragedy,6,2,5,0.737791610175166,0.715489308039347,0.698869917127821,0.582374725076887,,29,3,9,18,0,59,49.1525423728814,5.08474576271187,15.2542372881356,30.5084745762712,0
47,1760,Агриопа,Майков,4,Tragedy,6,2,5,0.736854730546474,0.771942973136902,0.744443000853062,0.604943205328549,,20,2,20,17,0,59,33.8983050847458,3.38983050847458,33.8983050847458,28.8135593220339,0
48,1760,Агриопа,Майков,5,Tragedy,6,2,5,0.845698869228363,0.749401465058327,0.804471515119076,0.644862361749013,0.920767366886139,15,4,20,15,1,55,27.2727272727273,7.27272727272727,36.3636363636364,27.2727272727273,1.81818181818182
49,1760,Дидона,Княжнин,1,Tragedy,6,3,5,0.727221786975861,0.745280027389526,0.79625440761447,0.720939382201149,,9,4,8,21,0,42,21.4285714285714,9.52380952380952,19.0476190476191,50,0
50,1760,Дидона,Княжнин,2,Tragedy,6,3,5,0.688135115163667,,0.753224298357964,0.607187859217326,,14,0,4,15,0,33,42.4242424242424,0,12.1212121212121,45.4545454545455,0
51,1760,Дидона,Княжнин,3,Tragedy,6,3,5,0.706385130683581,0.807427525520325,0.696738475561142,0.67509722534348,,12,2,5,17,0,36,33.3333333333333,5.55555555555556,13.8888888888889,47.2222222222222,0
52,1760,Дидона,Княжнин,4,Tragedy,6,3,5,0.752252232460749,0.870479702949524,0.741181455055873,0.630312651395798,,21,2,15,26,0,64,32.8125,3.125,23.4375,40.625,0
53,1760,Дидона,Княжнин,5,Tragedy,6,3,5,0.65843124439319,0.994839012622833,0.749847397992486,0.660858002992777,,12,1,19,13,0,45,26.6666666666667,2.22222222222222,42.2222222222222,28.8888888888889,0
54,1760,Корион,Фонвизин,1,Comedy,4,1,3,0.831285033907209,0.704243957996368,0.769331090980106,0.593705892562866,,42,1,18,12,0,73,57.5342465753425,1.36986301369863,24.6575342465753,16.4383561643836,0
55,1760,Корион,Фонвизин,2,Comedy,4,1,3,0.775797548294067,0.852156559626261,0.791868133677377,0.639256534668116,,25,3,18,13,0,59,42.3728813559322,5.08474576271187,30.5084745762712,22.0338983050847,0
56,1760,Корион,Фонвизин,3,Comedy,4,1,3,0.860029417276383,0.75227165222168,0.846029691971265,0.549834432510229,0.876375377178192,10,4,13,13,2,42,23.8095238095238,9.52380952380952,30.952380952381,30.952380952381,4.76190476190476
57,1760,Опекун,Сумароков,0,Comedy,5,3,0,0.825421595696322,0.762664034962654,0.771336719757173,0.627702996586308,,194,14,41,33,0,282,68.7943262411348,4.9645390070922,14.5390070921986,11.7021276595745,0
58,1760,Пламена,Херасков,1,Tragedy,12,2,5,0.647826248093655,0.643598951399326,0.761586571733157,0.595808733999729,,19,4,12,20,0,55,34.5454545454546,7.27272727272727,21.8181818181818,36.3636363636364,0
59,1760,Пламена,Херасков,2,Tragedy,12,2,5,0.753726962804794,0.726548135280609,0.767436964644326,0.633944156495008,,25,2,18,22,0,67,37.3134328358209,2.98507462686567,26.8656716417911,32.8358208955224,0
60,1760,Пламена,Херасков,3,Tragedy,12,2,5,0.761863305612847,0.807642817497253,0.76439680159092,0.657003288990573,,27,3,22,38,0,90,30,3.33333333333333,24.4444444444444,42.2222222222222,0
61,1760,Пламена,Херасков,4,Tragedy,12,2,5,0.743327744801839,0.90310537815094,0.742702823132277,0.591278489517129,,15,1,24,23,0,63,23.8095238095238,1.58730158730159,38.0952380952381,36.5079365079365,0
62,1760,Пламена,Херасков,5,Tragedy,12,2,5,0.714051117067752,,0.807119092770985,0.644508227705956,,23,0,21,16,0,60,38.3333333333333,0,35,26.6666666666667,0
63,1770,Бригадир,Фонвизин,1,Comedy,5,3,5,0.802682101056817,0.920650291442871,0.767856821417809,0.596751677267479,0.863651156425476,89,15,18,33,3,158,56.3291139240506,9.49367088607595,11.3924050632911,20.8860759493671,1.89873417721519
64,1770,Бригадир,Фонвизин,2,Comedy,5,3,5,0.80712553768447,0.792718681693077,0.782879093114068,0.625328766611906,,66,10,17,26,0,119,55.4621848739496,8.40336134453782,14.2857142857143,21.8487394957983,0
65,1770,Бригадир,Фонвизин,3,Comedy,5,3,5,0.851750608700425,0.868878331035376,0.773396962029593,0.614774808287621,0.463220536708832,67,8,35,20,1,131,51.1450381679389,6.10687022900763,26.7175572519084,15.2671755725191,0.763358778625954
66,1770,Бригадир,Фонвизин,4,Comedy,5,3,5,0.830355482959302,0.789227657020092,0.79760633294399,0.674893861397719,,107,8,26,39,0,180,59.4444444444444,4.44444444444445,14.4444444444444,21.6666666666667,0
67,1770,Бригадир,Фонвизин,5,Comedy,5,3,5,0.828139360036169,0.81313149134318,0.742458654486615,0.6828036965995,0.558783769607544,70,6,23,29,1,129,54.2635658914729,4.65116279069768,17.8294573643411,22.4806201550388,0.775193798449612
68,1770,Вздорщица,Сумароков,0,Comedy,4,4,0,0.862583998574151,0.853494332595305,0.849260332909497,0.663888358324766,,225,11,77,80,0,393,57.2519083969466,2.79898218829517,19.5928753180662,20.3562340966921,0
69,1770,Димитрий Самозванец,Сумароков,1,Tragedy,5,1,5,0.730067457807691,0.542593538761139,0.827078786763278,0.585383801162243,,38,1,11,20,0,70,54.2857142857143,1.42857142857143,15.7142857142857,28.5714285714286,0
70,1770,Димитрий Самозванец,Сумароков,2,Tragedy,5,1,5,0.812571746110916,0.8179612159729,0.854432731866837,0.658165293435256,,10,2,10,12,0,34,29.4117647058824,5.88235294117647,29.4117647058824,35.2941176470588,0
71,1770,Димитрий Самозванец,Сумароков,3,Tragedy,5,1,5,0.732437348614136,0.827463030815125,0.779350586235523,0.647502559754584,0.848496437072754,24,3,4,18,1,50,48,6,8,36,2
72,1770,Димитрий Самозванец,Сумароков,4,Tragedy,5,1,5,0.764463293055693,0.774174511432648,0.762358726312717,0.58918482263883,,24,5,24,15,0,68,35.2941176470588,7.35294117647059,35.2941176470588,22.0588235294118,0
73,1770,Димитрий Самозванец,Сумароков,5,Tragedy,5,1,5,0.600145228207111,0.989469766616821,0.7687524497509,0.642721022168795,0.902000844478607,4,1,5,12,1,23,17.3913043478261,4.34782608695652,21.7391304347826,52.1739130434783,4.34782608695652
74,1770,О время!,ЕкатеринаII,1,Comedy,2,5,3,0.812024616769382,0.774610109627247,0.748623026907444,0.661811132180063,,70,8,20,19,0,117,59.8290598290598,6.83760683760684,17.0940170940171,16.2393162393162,0
75,1770,О время!,ЕкатеринаII,2,Comedy,2,5,3,0.825266829476907,0.790366843342781,0.866876702417027,0.618511300195347,0.848100960254669,52,4,11,22,1,90,57.7777777777778,4.44444444444445,12.2222222222222,24.4444444444444,1.11111111111111
76,1770,О время!,ЕкатеринаII,3,Comedy,2,5,3,0.850326108521429,0.681744317213694,0.729364655519787,0.622281131419269,0.459209114313126,29,3,19,22,1,74,39.1891891891892,4.05405405405405,25.6756756756757,29.7297297297297,1.35135135135135
77,1770,Ольга,Княжнин,1,Tragedy,5,2,5,0.62692603468895,,0.645871241887411,0.587740884107702,,16,0,6,17,0,39,41.025641025641,0,15.3846153846154,43.5897435897436,0
78,1770,Ольга,Княжнин,2,Tragedy,5,2,5,0.689755138122674,0.835859417915344,0.842337187131246,0.631094814642616,,33,3,15,23,0,74,44.5945945945946,4.05405405405405,20.2702702702703,31.0810810810811,0
79,1770,Ольга,Княжнин,3,Tragedy,5,2,5,0.798981982308465,0.445240249236425,0.786885447543243,0.638662587512623,,37,3,29,33,0,102,36.2745098039216,2.94117647058824,28.4313725490196,32.3529411764706,0
80,1770,Ольга,Княжнин,4,Tragedy,5,2,5,0.785980037667535,0.805015176534653,0.787790349938653,0.615850304302416,,22,2,11,19,0,54,40.7407407407407,3.7037037037037,20.3703703703704,35.1851851851852,0
81,1770,Ольга,Княжнин,5,Tragedy,5,2,5,0.718599652702158,0.430156230926514,0.912930846214294,0.622914977371693,,11,1,5,20,0,37,29.7297297297297,2.7027027027027,13.5135135135135,54.0540540540541,0
82,1770,Фемист и Иеронима,Майков,1,Tragedy,5,1,5,0.727810176519247,,0.699036081631978,0.578124552965164,,26,0,9,18,0,53,49.0566037735849,0,16.9811320754717,33.9622641509434,0
83,1770,Фемист и Иеронима,Майков,2,Tragedy,5,1,5,0.671049684286118,,0.751516752772861,0.560356259346008,,12,0,9,11,0,32,37.5,0,28.125,34.375,0
84,1770,Фемист и Иеронима,Майков,3,Tragedy,5,1,5,0.672367561321992,0.65317839384079,0.691232442855835,0.568378627300263,0.902001082897186,13,1,7,16,1,38,34.2105263157895,2.63157894736842,18.421052631579,42.1052631578947,2.63157894736842
85,1770,Фемист и Иеронима,Майков,4,Tragedy,5,1,5,0.829359088341395,0.633131206035614,0.816908332017752,0.622487723827362,,15,1,13,16,0,45,33.3333333333333,2.22222222222222,28.8888888888889,35.5555555555556,0
86,1770,Фемист и Иеронима,Майков,5,Tragedy,5,1,5,0.734378108978272,0.711701214313507,0.77177205240285,0.607583071697842,0.612481594085693,25,1,27,22,1,76,32.8947368421053,1.31578947368421,35.5263157894737,28.9473684210526,1.31578947368421
87,1780,Американцы,Крылов,1,NotStated,5,4,2,0.830141413256638,0.7459706813097,0.804569820111448,0.633168341115464,0.563311457633972,133,16,66,43,1,259,51.3513513513514,6.17760617760618,25.4826254826255,16.6023166023166,0.386100386100386
88,1780,Американцы,Крылов,2,NotStated,5,4,2,0.763778083283326,0.777707142489297,0.828350717245146,0.649179382098688,,58,28,43,37,0,166,34.9397590361446,16.8674698795181,25.9036144578313,22.289156626506,0
89,1780,Из жизни Рюрика,ЕкатеринаII,1,NotStated,21,2,5,0.880165545713334,0.790791243314743,0.660517474015554,0.508832536637783,,42,2,3,4,0,51,82.3529411764706,3.92156862745098,5.88235294117647,7.84313725490196,0
90,1780,Из жизни Рюрика,ЕкатеринаII,2,NotStated,21,2,5,0.828910091748604,0.926900255680084,0.822092533111572,0.554764725267887,,39,5,2,4,0,50,78,10,4,8,0
91,1780,Из жизни Рюрика,ЕкатеринаII,3,NotStated,21,2,5,0.866765293810103,0.644122630357742,0.528194338083267,0.601014137268066,,45,2,2,2,0,51,88.2352941176471,3.92156862745098,3.92156862745098,3.92156862745098,0
92,1780,Из жизни Рюрика,ЕкатеринаII,4,NotStated,21,2,5,0.888553755813175,0.732307605445385,0.523490369319916,0.558562025427818,,45,4,2,2,0,53,84.9056603773585,7.54716981132076,3.77358490566038,3.77358490566038,0
93,1780,Из жизни Рюрика,ЕкатеринаII,5,NotStated,21,2,5,0.869221320075373,0.699756642182668,0.829806447029114,0.56025530397892,,31,3,2,2,0,38,81.5789473684211,7.89473684210526,5.26315789473684,5.26315789473684,0
94,1780,Недоросль,Фонвизин,1,Comedy,12,3,5,0.816534124648393,0.913766622543335,0.773203386863073,0.688896266550853,0.997624456882477,67,6,15,29,1,118,56.7796610169492,5.08474576271187,12.7118644067797,24.5762711864407,0.847457627118644
95,1780,Недоросль,Фонвизин,2,Comedy,12,3,5,0.837810993553644,0.846914792060852,0.876366620063782,0.646647247340944,0.850010573863983,83,5,25,45,2,160,51.875,3.125,15.625,28.125,1.25
96,1780,Недоросль,Фонвизин,3,Comedy,12,3,5,0.822520778849234,0.870897268255552,0.789529368281364,0.700424745462943,,153,12,32,69,0,266,57.5187969924812,4.51127819548872,12.0300751879699,25.9398496240602,0
97,1780,Недоросль,Фонвизин,4,Comedy,12,3,5,0.864271231154178,0.848961832194493,0.797053474932909,0.621849284452551,0.876113474369049,141,29,16,17,1,204,69.1176470588235,14.2156862745098,7.84313725490196,8.33333333333333,0.490196078431373
98,1780,Недоросль,Фонвизин,5,Comedy,12,3,5,0.834591928869486,0.885521799325943,0.787165030323226,0.704219890137514,0.86005449295044,96,8,29,24,5,162,59.2592592592593,4.93827160493827,17.9012345679012,14.8148148148148,3.08641975308642
99,1780,"Неудачный примиритель, или Без обеду домой поеду",Княжнин,1,Comedy,4,2,3,0.88829082334153,0.873306053025382,0.856782786986407,0.68279656569163,0.669059574604034,107,7,17,15,2,148,72.2972972972973,4.72972972972973,11.4864864864865,10.1351351351351,1.35135135135135
100,1780,"Неудачный примиритель, или Без обеду домой поеду",Княжнин,2,Comedy,4,2,3,0.872300794047694,0.887318919102351,0.842156021959252,0.586493595441182,0.671662598848343,186,18,36,15,2,257,72.3735408560311,7.00389105058366,14.0077821011673,5.83657587548638,0.778210116731518
101,1780,"Неудачный примиритель, или Без обеду домой поеду",Княжнин,3,Comedy,4,2,3,0.881536879682843,0.821263832705362,0.791163784676585,0.59647702628916,0.994153082370758,158,14,29,22,2,225,70.2222222222222,6.22222222222222,12.8888888888889,9.77777777777778,0.888888888888889
102,1780,Пустая ссора,Сумароков,0,Comedy,4,3,0,0.811814728778662,0.785533916950226,0.804673759266734,0.648719929903746,,97,5,32,40,0,174,55.7471264367816,2.8735632183908,18.3908045977012,22.9885057471264,0
103,1780,Расстроенная семья острожками и подозрениями,ЕкатеринаII,1,Comedy,7,3,4,0.873569239762204,0.800734567642212,0.814894300699234,0.624018025398254,0.746606717507044,121,5,10,20,3,159,76.1006289308176,3.14465408805032,6.28930817610063,12.5786163522013,1.88679245283019
104,1780,Расстроенная семья острожками и подозрениями,ЕкатеринаII,2,Comedy,7,3,4,0.865095360976894,0.874115273356438,0.759379049142202,0.628895572253636,0.823118016123772,123,4,12,14,4,157,78.343949044586,2.54777070063694,7.64331210191083,8.9171974522293,2.54777070063694
105,1780,Расстроенная семья острожками и подозрениями,ЕкатеринаII,3,Comedy,7,3,4,0.890973985731173,0.857140205800533,0.806116315903086,0.655061249480103,,278,16,66,33,0,393,70.7379134860051,4.07124681933842,16.793893129771,8.3969465648855,0
106,1780,Расстроенная семья острожками и подозрениями,ЕкатеринаII,4,Comedy,7,3,4,0.85547870473984,0.873290712634722,0.765514197448889,0.628537809306925,0.626777410507202,117,6,24,22,3,172,68.0232558139535,3.48837209302326,13.953488372093,12.7906976744186,1.74418604651163
107,1780,Рогоносец по воображению,Сумароков,1,Comedy,4,3,3,0.830541794790941,0.761855761210124,0.86910294579423,0.683837669236319,0.951319634914398,85,9,23,42,1,160,53.125,5.625,14.375,26.25,0.625
108,1780,Рогоносец по воображению,Сумароков,2,Comedy,4,3,3,0.832722943840605,0.827675523857276,0.873279353846674,0.659825686365366,0.802553474903107,66,12,23,16,2,119,55.4621848739496,10.0840336134454,19.327731092437,13.4453781512605,1.68067226890756
109,1780,Рогоносец по воображению,Сумароков,3,Comedy,4,3,3,0.791734961086306,0.836392651001612,0.829246178269386,0.656660048857979,,58,6,12,23,0,99,58.5858585858586,6.06060606060606,12.1212121212121,23.2323232323232,0
110,1780,Росслав,Княжнин,1,Tragedy,5,1,5,0.742209174062895,0.892039954662323,0.820831576983134,0.650139393409093,,23,3,9,30,0,65,35.3846153846154,4.61538461538462,13.8461538461539,46.1538461538462,0
111,1780,Росслав,Княжнин,2,Tragedy,5,1,5,0.699810945673993,,0.779041945934296,0.621968271101222,,38,0,7,17,0,62,61.2903225806452,0,11.2903225806452,27.4193548387097,0
112,1780,Росслав,Княжнин,3,Tragedy,5,1,5,0.788624069175205,0.913914024829865,0.749586169208799,0.608350169844925,0.937000155448914,37,2,14,32,1,86,43.0232558139535,2.32558139534884,16.2790697674419,37.2093023255814,1.16279069767442
113,1780,Росслав,Княжнин,4,Tragedy,5,1,5,0.852344531904567,0.781890287995338,0.690718305962426,0.627972531777162,,11,4,14,13,0,42,26.1904761904762,9.52380952380952,33.3333333333333,30.952380952381,0
114,1780,Росслав,Княжнин,5,Tragedy,5,1,5,0.666381253437562,0.916288167238236,0.760978898581337,0.62025854342124,,11,2,17,17,0,47,23.4042553191489,4.25531914893617,36.1702127659575,36.1702127659575,0
115,1780,Самолюбивый стихотворец,Николев,1,Comedy,6,2,5,0.840111997796268,0.765349817276001,0.830854228801198,0.595263456304868,,82,5,54,24,0,165,49.6969696969697,3.03030303030303,32.7272727272727,14.5454545454545,0
116,1780,Самолюбивый стихотворец,Николев,2,Comedy,6,2,5,0.830890476386598,0.76851886510849,0.779270843484185,0.640577186237682,0.967967947324117,94,3,55,44,3,199,47.2361809045226,1.50753768844221,27.6381909547739,22.1105527638191,1.50753768844221
117,1780,Самолюбивый стихотворец,Николев,3,Comedy,6,2,5,0.814585625794199,0.797605216503143,0.824298164602053,0.628309696912766,,90,7,59,28,0,184,48.9130434782609,3.80434782608696,32.0652173913043,15.2173913043478,0
118,1780,Самолюбивый стихотворец,Николев,4,Comedy,6,2,5,0.816608104212531,0.913600921630859,0.770489164590836,0.579820684024266,,29,1,25,14,0,69,42.0289855072464,1.44927536231884,36.231884057971,20.2898550724638,0
119,1780,Самолюбивый стихотворец,Николев,5,Comedy,6,2,5,0.843517157850386,0.872837015560695,0.846623433629672,0.65058874686559,0.851031869649887,79,14,30,30,2,155,50.9677419354839,9.03225806451613,19.3548387096774,19.3548387096774,1.29032258064516
120,1780,Сговор Кутейкина,Плавильщиков,0,Comedy,6,3,0,0.811274029662676,0.824392139911652,0.719022280255029,0.684091973304749,0.854437902569771,107,10,43,70,4,234,45.7264957264957,4.27350427350427,18.3760683760684,29.9145299145299,1.70940170940171
121,1780,Тоисиоков,Дашкова,1,Comedy,7,4,5,0.793853156268597,0.848776185512543,0.689379297196865,0.651225177865279,0.973549405733744,40,5,12,19,3,79,50.6329113924051,6.32911392405063,15.1898734177215,24.0506329113924,3.79746835443038
