,decade,title,author,act,normalizedGenre,numOfSpeakersMale,numOfSpeakersFemale,numOfActs,meanNEUTRAL,meanPOSITIVE,meanNEGATIVE,meanSKIP,meanSPEECH,countNEUTRAL,countPOSITIVE,countNEGATIVE,countSKIP,countSPEECH,avg_text_len,totalCOUNT,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
227,1820,"Воспитание, или вот приданое",Кокошкин,3,Comedy,7,4,4,0.84144116161216,0.82830366066524,0.782060152954526,0.700349641032517,0.901750981807709,117,21,36,64,1,79.4644351464435,239,48.9539748953975,8.78661087866109,15.0627615062762,26.7782426778243,0.418410041841004
228,1820,"Воспитание, или вот приданое",Кокошкин,4,Comedy,7,4,4,0.832433302585895,0.71957939863205,0.84224094748497,0.648184951056134,,65,5,15,44,0,88.5658914728682,129,50.3875968992248,3.87596899224806,11.6279069767442,34.1085271317829,0
229,1820,Горе от ума,Грибоедов,1,Comedy,18,13,4,0.806125932176348,0.717513129115105,0.769056463614106,0.629596660011693,,71,6,16,38,0,124.916030534351,131,54.1984732824428,4.58015267175573,12.2137404580153,29.0076335877863,0
230,1820,Горе от ума,Грибоедов,2,Comedy,18,13,4,0.817101535062457,0.857334554195404,0.823358245690664,0.595919013023377,0.626776218414307,86,6,30,28,1,124.668874172185,151,56.953642384106,3.97350993377484,19.8675496688742,18.5430463576159,0.662251655629139
231,1820,Горе от ума,Грибоедов,3,Comedy,18,13,4,0.882018622995793,0.755618108170373,0.726105477751755,0.64402122852894,0.914515629410744,174,21,41,52,4,74.6952054794521,292,59.5890410958904,7.19178082191781,14.041095890411,17.8082191780822,1.36986301369863
232,1820,Горе от ума,Грибоедов,4,Comedy,18,13,4,0.843511605804617,0.579020589590073,0.818265011233668,0.604277866892517,0.626777410507202,55,2,31,32,1,148.190082644628,121,45.4545454545455,1.65289256198347,25.6198347107438,26.4462809917355,0.826446280991736
271,1840,Маскарад,Лермонтов,1,NotStated,37,10,4,0.854978563077748,0.820353226529227,0.788889645484456,0.611151894618725,0.944383263587952,160,18,57,29,1,84.3962264150943,265,60.377358490566,6.79245283018868,21.5094339622642,10.9433962264151,0.377358490566038
272,1840,Маскарад,Лермонтов,2,NotStated,37,10,4,0.864146366873954,0.800532004662922,0.765462868592956,0.640136728063226,0.35324439406395,188,14,44,32,1,95.2150537634409,279,67.3835125448029,5.01792114695341,15.7706093189964,11.4695340501792,0.3584229390681
273,1840,Маскарад,Лермонтов,3,NotStated,37,10,4,0.842816285903637,0.965888569752375,0.819747820496559,0.607268365366118,0.614173054695129,65,6,44,14,1,84.8692307692308,130,50,4.61538461538462,33.8461538461539,10.7692307692308,0.769230769230769
274,1840,Маскарад,Лермонтов,4,NotStated,37,10,4,0.876620480583774,0.922363479932149,0.846755376883915,0.592677277326584,,36,6,28,10,0,128.9625,80,45,7.5,35,12.5,0
299,1850,Горькая судьбина,Писемский,1,NotStated,18,5,4,0.781732552581363,0.599968016147614,0.732463863988717,0.674911969180765,0.824917316436768,54,1,24,58,3,155.778571428571,140,38.5714285714286,0.714285714285714,17.1428571428571,41.4285714285714,2.14285714285714
300,1850,Горькая судьбина,Писемский,2,NotStated,18,5,4,0.809936600271612,0.90486291050911,0.749586875845746,0.567883039159434,0.914641201496124,64,2,41,28,2,162.051094890511,137,46.7153284671533,1.45985401459854,29.9270072992701,20.4379562043796,1.45985401459854
301,1850,Горькая судьбина,Писемский,3,NotStated,18,5,4,0.748490311481335,,0.768404120031525,0.597675865888596,,54,0,34,30,0,158.14406779661,118,45.7627118644068,0,28.8135593220339,25.4237288135593,0
302,1850,Горькая судьбина,Писемский,4,NotStated,18,5,4,0.859091246368909,0.576978445053101,0.772831185066954,0.583100309659695,,99,2,47,29,0,99.3672316384181,177,55.9322033898305,1.12994350282486,26.5536723163842,16.3841807909605,0
341,1850,Свои люди – сочтемся,Островский,1,Comedy,4,4,4,0.797589639313201,0.7492985942147,0.775791981154018,0.654102605581284,0.802195191383362,117,11,54,50,3,133.221276595745,235,49.7872340425532,4.68085106382979,22.9787234042553,21.2765957446809,1.27659574468085
342,1850,Свои люди – сочтемся,Островский,2,Comedy,4,4,4,0.81106446520621,0.668436497449875,0.744137003308251,0.6221616200681,0.671143889427185,119,3,42,53,1,115.467889908257,218,54.5871559633028,1.37614678899083,19.2660550458716,24.3119266055046,0.458715596330275
343,1850,Свои люди – сочтемся,Островский,3,Comedy,4,4,4,0.809486312103701,0.654276054352522,0.802216252275542,0.655899475018183,0.846568899495261,111,8,51,42,7,85.3013698630137,219,50.6849315068493,3.65296803652968,23.2876712328767,19.1780821917808,3.19634703196347
344,1850,Свои люди – сочтемся,Островский,4,Comedy,4,4,4,0.7856142612604,0.780378273555211,0.748867522852094,0.64613072980534,0.80273874104023,91,7,51,44,4,87.3401015228426,197,46.1928934010152,3.55329949238579,25.8883248730965,22.3350253807107,2.03045685279188
345,1850,Смерть Пазухина,Салтыков-Щедрин,1,Comedy,9,6,4,0.745929810690553,0.715541074673335,0.762381878164079,0.615450996160507,0.79214334487915,73,6,36,50,5,128.152941176471,170,42.9411764705882,3.52941176470588,21.1764705882353,29.4117647058824,2.94117647058824
346,1850,Смерть Пазухина,Салтыков-Щедрин,2,Comedy,9,6,4,0.837180049980388,0.711787328124046,0.789633848949483,0.607088704058465,0.641382545232773,102,2,38,47,2,132.921465968586,191,53.4031413612565,1.04712041884817,19.8952879581152,24.6073298429319,1.04712041884817
347,1850,Смерть Пазухина,Салтыков-Щедрин,3,Comedy,9,6,4,0.759543309108817,0.792374581098557,0.808709643414763,0.613417327977144,0.911225548812321,139,18,61,52,7,91.4657039711191,277,50.1805054151625,6.49819494584838,22.0216606498195,18.7725631768953,2.52707581227437
348,1850,Смерть Пазухина,Салтыков-Щедрин,4,Comedy,9,6,4,0.790859575383365,0.74176732982908,0.748379196723302,0.614688313128997,,64,7,60,49,0,125.322222222222,180,35.5555555555556,3.88888888888889,33.3333333333333,27.2222222222222,0
362,1860,Грех да беда на кого не живет,Островский,3,NotStated,7,4,4,0.857605748302568,0.81484958123077,0.844471112638712,0.612088258519317,,123,22,40,33,0,86.7935779816514,218,56.4220183486239,10.0917431192661,18.348623853211,15.1376146788991,0
405,1860,Шутники,Островский,1,NotStated,17,8,4,0.863671405613422,0.849477732410798,0.822897778422225,0.643824139663151,0.832727044820786,200,26,51,35,2,75.0350318471338,314,63.6942675159236,8.28025477707006,16.2420382165605,11.1464968152866,0.636942675159236
406,1860,Шутники,Островский,2,NotStated,17,8,4,0.824133558284252,0.821283772587776,0.832048910445181,0.646267210735994,0.968378111720085,109,4,29,17,4,71.5398773006135,163,66.8711656441718,2.45398773006135,17.7914110429448,10.4294478527607,2.45398773006135
407,1860,Шутники,Островский,3,NotStated,17,8,4,0.890146435715082,0.765435044254575,0.861034751702578,0.588153790343892,0.71287477016449,127,7,39,22,3,61.3232323232323,198,64.1414141414142,3.53535353535354,19.6969696969697,11.1111111111111,1.51515151515152
408,1860,Шутники,Островский,4,NotStated,17,8,4,0.859306230618243,0.766353542606036,0.825995850687226,0.615615212255054,0.676334003607432,114,6,48,18,6,76.625,192,59.375,3.125,25,9.375,3.125
409,1870,Бесприданница,Островский,1,NotStated,8,3,4,0.870775193586701,0.809770306815272,0.847413873847793,0.597846797853708,0.793335348367691,244,23,34,40,7,79.6494252873563,348,70.1149425287356,6.60919540229885,9.77011494252874,11.4942528735632,2.01149425287356
410,1870,Бесприданница,Островский,2,NotStated,8,3,4,0.881995173045873,0.836665991161551,0.826725019562629,0.619047586123149,0.865634066717965,223,28,62,30,7,66.68,350,63.7142857142857,8,17.7142857142857,8.57142857142857,2
411,1870,Бесприданница,Островский,3,NotStated,8,3,4,0.888676819829054,0.8983519417899,0.820649685604232,0.571916432607742,0.80084882179896,215,28,42,21,3,63.6375404530744,309,69.57928802589,9.06148867313916,13.5922330097087,6.79611650485437,0.970873786407767
412,1870,Бесприданница,Островский,4,NotStated,8,3,4,0.882037110674766,0.802907526493073,0.800215679265204,0.595360644161701,0.893208056688309,155,16,42,20,2,80.4936170212766,235,65.9574468085106,6.80851063829787,17.8723404255319,8.51063829787234,0.851063829787234
418,1870,Богатые невесты,Островский,1,Comedy,3,3,4,0.871241513639689,0.839517132232064,0.83521774969995,0.575393383319561,0.812228441238403,200,19,32,13,5,75.0408921933086,269,74.3494423791822,7.06319702602231,11.8959107806691,4.83271375464684,1.85873605947955
419,1870,Богатые невесты,Островский,2,Comedy,3,3,4,0.863229978829622,0.8151925570435,0.792069270781108,0.603541006644567,0.92209529876709,128,18,35,9,3,109.155440414508,193,66.3212435233161,9.32642487046632,18.1347150259067,4.66321243523316,1.55440414507772
420,1870,Богатые невесты,Островский,3,Comedy,3,3,4,0.889777550349633,0.773137100718238,0.867168298363686,0.519719013571739,0.709833323955536,120,11,30,10,4,69.8114285714286,175,68.5714285714286,6.28571428571429,17.1428571428571,5.71428571428571,2.28571428571429
421,1870,Богатые невесты,Островский,4,Comedy,3,3,4,0.905378876291976,0.83786246975263,0.80133041938146,0.596947863698006,0.786445885896683,98,15,45,8,2,98.5,168,58.3333333333333,8.92857142857143,26.7857142857143,4.76190476190476,1.19047619047619
432,1870,Поздняя любовь,Островский,1,NotStated,4,3,4,0.868629880746206,0.75267307360967,0.739824212366535,0.626799197246631,0.726715803146362,180,15,31,24,1,76.3505976095618,251,71.7131474103586,5.97609561752988,12.3505976095618,9.56175298804781,0.398406374501992
433,1870,Поздняя любовь,Островский,2,NotStated,4,3,4,0.853042454956329,0.75344563772281,0.806010403940755,0.625034101699528,0.783918237686157,146,12,31,19,5,78.2065727699531,213,68.5446009389671,5.63380281690141,14.5539906103286,8.92018779342723,2.34741784037559
434,1870,Поздняя любовь,Островский,3,NotStated,4,3,4,0.857916965421322,0.902113159497579,0.841151323282357,0.622101318377715,0.939053078492483,113,9,33,13,3,75.046783625731,171,66.0818713450292,5.26315789473684,19.2982456140351,7.60233918128655,1.75438596491228
435,1870,Поздняя любовь,Островский,4,NotStated,4,3,4,0.89555618963013,0.796289013491737,0.812282611642565,0.610528336465359,0.731917421023051,146,9,35,20,3,73.0516431924883,213,68.5446009389671,4.22535211267606,16.4319248826291,9.38967136150235,1.40845070422535
446,1870,Трудовой хлеб,Островский,1,NotStated,6,6,4,0.854397151781165,0.847547461589178,0.794798950354258,0.622747855690809,,115,6,33,26,0,93.3555555555556,180,63.8888888888889,3.33333333333333,18.3333333333333,14.4444444444444,0
447,1870,Трудовой хлеб,Островский,2,NotStated,6,6,4,0.861302507003682,0.844462911287944,0.784257545703795,0.581553015215644,0.903924345970154,149,12,41,29,6,71.3670886075949,237,62.8691983122363,5.06329113924051,17.2995780590717,12.2362869198312,2.53164556962025
448,1870,Трудовой хлеб,Островский,3,NotStated,6,6,4,0.882908036254045,0.857043376335731,0.850312384537288,0.584414227043881,0.992613255977631,173,13,35,34,3,65.8992248062015,258,67.0542635658915,5.03875968992248,13.5658914728682,13.1782945736434,1.16279069767442
449,1870,Трудовой хлеб,Островский,4,NotStated,6,6,4,0.868870818751982,0.857632517814636,0.830341131687164,0.560290720532922,0.822884261608124,87,2,25,17,2,88.3383458646617,133,65.4135338345865,1.50375939849624,18.796992481203,12.781954887218,1.50375939849624
455,1880,Без вины виноватые,Островский,1,Comedy,6,6,4,0.860182917804169,0.826999073227247,0.814524786697852,0.65664472259008,0.696010534962018,139,12,37,26,6,76.4863636363636,220,63.1818181818182,5.45454545454545,16.8181818181818,11.8181818181818,2.72727272727273
456,1880,Без вины виноватые,Островский,2,Comedy,6,6,4,0.878720900565386,0.820090917348862,0.794657794137796,0.620064833649883,0.641248613595963,200,25,48,27,4,108.276315789474,304,65.7894736842105,8.22368421052632,15.7894736842105,8.88157894736842,1.31578947368421
457,1880,Без вины виноватые,Островский,3,Comedy,6,6,4,0.875584980398417,0.814502703292029,0.804646532263672,0.586838355660439,0.822848165035248,200,21,57,20,5,80.2607260726073,303,66.006600660066,6.93069306930693,18.8118811881188,6.6006600660066,1.65016501650165
458,1880,Без вины виноватые,Островский,4,Comedy,6,6,4,0.869307344460356,0.796053961795919,0.777652637631285,0.536992499702855,0.904388785362244,181,17,51,19,2,83.0185185185185,270,67.037037037037,6.2962962962963,18.8888888888889,7.03703703703704,0.740740740740741
463,1880,Золотопромышленники,Мамин-Сибиряк,1,NotStated,6,5,4,0.78747980681698,0.81595781174573,0.799344138665633,0.590157722433408,,89,11,55,42,0,130.167512690355,197,45.1776649746193,5.58375634517767,27.9187817258883,21.3197969543147,0
464,1880,Золотопромышленники,Мамин-Сибиряк,2,NotStated,6,5,4,0.802816078246358,0.802830293774605,0.819621479333337,0.621969098136539,0.835315465927124,83,24,67,42,3,118.666666666667,219,37.8995433789954,10.958904109589,30.5936073059361,19.1780821917808,1.36986301369863
465,1880,Золотопромышленники,Мамин-Сибиряк,3,NotStated,6,5,4,0.814545059068637,0.811849057674408,0.850780699402094,0.663121281758599,0.885078862309456,88,13,72,46,4,100.32735426009,223,39.4618834080718,5.82959641255605,32.2869955156951,20.627802690583,1.79372197309417
466,1880,Золотопромышленники,Мамин-Сибиряк,4,NotStated,6,5,4,0.819660010662946,0.769410528242588,0.847249121808294,0.616744293221112,0.867322131991386,77,12,67,29,4,109.4708994709,189,40.7407407407407,6.34920634920635,35.4497354497355,15.3439153439153,2.11640211640212
467,1880,Иванов,Чехов,1,NotStated,10,6,4,0.831703084118572,0.749466627836227,0.905586253272163,0.66287710931566,0.463597565889359,81,2,45,9,1,145.108695652174,138,58.6956521739131,1.44927536231884,32.6086956521739,6.52173913043478,0.72463768115942
468,1880,Иванов,Чехов,2,NotStated,10,6,4,0.859149073498159,0.802375819534063,0.825363612488697,0.606106625215427,0.871239993307326,79,16,57,37,9,113.752525252525,198,39.8989898989899,8.08080808080808,28.7878787878788,18.6868686868687,4.54545454545455
469,1880,Иванов,Чехов,3,NotStated,10,6,4,0.844261217204964,0.861528272430102,0.853497516101515,0.628438100218773,0.860296380519867,68,12,71,20,5,147.704545454546,176,38.6363636363636,6.81818181818182,40.3409090909091,11.3636363636364,2.84090909090909
470,1880,Иванов,Чехов,4,NotStated,10,6,4,0.878626708562175,0.948410511016846,0.87581490064567,0.616861754230091,0.946022093296051,48,6,53,14,1,154.516393442623,122,39.344262295082,4.91803278688525,43.4426229508197,11.4754098360656,0.819672131147541
471,1880,Леший,Чехов,1,Comedy,9,4,4,0.864060869504666,0.888931171838627,0.83154518143186,0.586971952517827,0.945354479551315,116,43,53,30,10,96.952380952381,252,46.031746031746,17.0634920634921,21.031746031746,11.9047619047619,3.96825396825397
472,1880,Леший,Чехов,2,Comedy,9,4,4,0.849810363447413,0.873830759897828,0.830344298752871,0.683057031035423,0.69345560669899,94,16,55,10,3,105.769662921348,178,52.8089887640449,8.98876404494382,30.8988764044944,5.61797752808989,1.68539325842697
473,1880,Леший,Чехов,3,Comedy,9,4,4,0.904184880164953,0.845175973006657,0.88062128931918,0.621913330554962,0.899806952476501,104,14,47,25,5,103.682051282051,195,53.3333333333333,7.17948717948718,24.1025641025641,12.8205128205128,2.56410256410256
474,1880,Леший,Чехов,4,Comedy,9,4,4,0.869836011688218,0.897143117586772,0.820817545899805,0.691321558952332,0.925355818122625,131,30,53,25,16,90.2,255,51.3725490196078,11.7647058823529,20.7843137254902,9.80392156862745,6.27450980392157
480,1880,Невольницы,Островский,1,Comedy,4,3,4,0.899308488168548,0.794852385918299,0.796997785568237,0.516241597632567,0.775245375931263,226,15,38,12,4,90.1152542372881,295,76.6101694915254,5.08474576271187,12.8813559322034,4.06779661016949,1.35593220338983
481,1880,Невольницы,Островский,2,Comedy,4,3,4,0.877276462070721,0.79917374253273,0.839366470867733,0.606932876365525,0.973644276460012,194,12,53,14,3,84.3550724637681,276,70.2898550724638,4.34782608695652,19.2028985507246,5.07246376811594,1.08695652173913
482,1880,Невольницы,Островский,3,Comedy,4,3,4,0.874927077420365,0.907965123653412,0.782628450429801,0.58416754193604,0.782573521137238,169,11,33,16,2,81.8051948051948,231,73.1601731601732,4.76190476190476,14.2857142857143,6.92640692640693,0.865800865800866
483,1880,Невольницы,Островский,4,Comedy,4,3,4,0.875073048998328,0.91684647500515,0.853891595866945,0.637070635190377,0.758961051702499,136,20,45,13,6,92.7,220,61.8181818181818,9.09090909090909,20.4545454545455,5.90909090909091,2.72727272727273
489,1890,Дядя Ваня,Чехов,1,NotStated,6,4,4,0.852853191621376,0.900073885917664,0.80065722266833,0.54764734847205,0.775629460811615,66,11,24,7,2,135.227272727273,110,60,10,21.8181818181818,6.36363636363636,1.81818181818182
490,1890,Дядя Ваня,Чехов,2,NotStated,6,4,4,0.869238982705966,0.831082542737325,0.868067210370844,0.633873209357262,0.928114712238312,92,9,44,16,1,108.858024691358,162,56.7901234567901,5.55555555555556,27.1604938271605,9.87654320987654,0.617283950617284
491,1890,Дядя Ваня,Чехов,3,NotStated,6,4,4,0.878292073806127,0.797901832140409,0.893709660321474,0.575998829169707,,84,13,40,11,0,125.398648648649,148,56.7567567567568,8.78378378378378,27.027027027027,7.43243243243243,0
492,1890,Дядя Ваня,Чехов,4,NotStated,6,4,4,0.856112859751049,0.682514822483063,0.888504074378447,0.539483229319255,0.667920541763306,76,5,22,9,5,96.1794871794872,117,64.957264957265,4.27350427350427,18.8034188034188,7.69230769230769,4.27350427350427
493,1890,Маленькая правда,Мамин-Сибиряк,1,NotStated,7,6,4,0.846384446887137,0.788398360833526,0.826958820223808,0.620917929921831,0.855094654219491,103,16,46,35,7,105.342995169082,207,49.7584541062802,7.72946859903382,22.2222222222222,16.9082125603865,3.3816425120773
494,1890,Маленькая правда,Мамин-Сибиряк,2,NotStated,7,6,4,0.832725633617858,0.76484263214198,0.824384896901616,0.663971498127907,0.871670854091644,71,11,57,31,10,103.45,180,39.4444444444444,6.11111111111111,31.6666666666667,17.2222222222222,5.55555555555556
495,1890,Маленькая правда,Мамин-Сибиряк,3,NotStated,7,6,4,0.868433619800367,0.8489891060374,0.819899410514508,0.616243979334831,0.983226180076599,114,22,59,30,2,89.4625550660793,227,50.2202643171806,9.69162995594714,25.9911894273128,13.215859030837,0.881057268722467
496,1890,Маленькая правда,Мамин-Сибиряк,4,NotStated,7,6,4,0.85986200433511,0.873885023097197,0.867678052906332,0.627903633496978,0.967835977673531,117,24,58,22,4,80.0533333333333,225,52,10.6666666666667,25.7777777777778,9.77777777777778,1.77777777777778
498,1890,Чайка,Чехов,1,Comedy,8,4,4,0.858291500437576,0.900985871968062,0.815935683995485,0.56730108994704,,113,23,40,13,0,107.820105820106,189,59.7883597883598,12.1693121693122,21.1640211640212,6.87830687830688,0
499,1890,Чайка,Чехов,2,Comedy,8,4,4,0.874920063597314,0.867957138098203,0.848902431627115,0.571135720610619,0.956406569480896,68,13,24,10,5,132.308333333333,120,56.6666666666667,10.8333333333333,20,8.33333333333333,4.16666666666667
500,1890,Чайка,Чехов,3,Comedy,8,4,4,0.853511872845636,0.759234052438002,0.872750264406204,0.573605755964915,0.944151222705841,71,13,30,12,2,105.6015625,128,55.46875,10.15625,23.4375,9.375,1.5625
501,1890,Чайка,Чехов,4,Comedy,8,4,4,0.899060023234303,0.875680162626154,0.819466104110082,0.577701745124964,0.985568553209305,133,17,27,13,2,93.6614583333333,192,69.2708333333333,8.85416666666667,14.0625,6.77083333333333,1.04166666666667
504,1900,Вишневый сад,Чехов,1,Comedy,9,5,4,0.857686521415424,0.877925347714197,0.82930347891081,0.575285033039425,0.788733750581741,133,21,42,23,2,87.6199095022624,221,60.1809954751131,9.50226244343891,19.0045248868778,10.4072398190045,0.904977375565611
505,1900,Вишневый сад,Чехов,2,Comedy,9,5,4,0.912232397947201,0.801441047502601,0.827834212779999,0.634673947637731,0.92998543381691,86,23,35,11,2,96.3949044585987,157,54.7770700636943,14.6496815286624,22.2929936305733,7.00636942675159,1.27388535031847
506,1900,Вишневый сад,Чехов,3,Comedy,9,5,4,0.850933831239092,0.868747755885124,0.850204515841699,0.583231795579195,0.921423882246018,69,12,31,16,2,107.638461538462,130,53.0769230769231,9.23076923076923,23.8461538461539,12.3076923076923,1.53846153846154
507,1900,Вишневый сад,Чехов,4,Comedy,9,5,4,0.895875695225311,0.834957800805569,0.875311900068213,0.56730105727911,0.482662901282311,73,16,27,8,2,87.952380952381,126,57.9365079365079,12.6984126984127,21.4285714285714,6.34920634920635,1.58730158730159
508,1900,Дети Ванюшина,Найдёнов,1,NotStated,6,10,4,0.87076832096004,0.852740347385407,0.83181808990975,0.610853880643845,0.881393575668335,179,3,73,27,5,56.184668989547,287,62.3693379790941,1.04529616724739,25.4355400696864,9.40766550522648,1.74216027874564
509,1900,Дети Ванюшина,Найдёнов,2,NotStated,6,10,4,0.874829303098205,0.801847885052363,0.804294016896462,0.593340681791306,,149,9,49,25,0,54.5129310344828,232,64.2241379310345,3.87931034482759,21.1206896551724,10.7758620689655,0
510,1900,Дети Ванюшина,Найдёнов,3,NotStated,6,10,4,0.872606355916051,0.837236450985074,0.844354709790599,0.622030144388026,0.743611499667168,136,16,62,11,2,74.6343612334802,227,59.9118942731278,7.04845814977974,27.3127753303965,4.84581497797357,0.881057268722467
511,1900,Дети Ванюшина,Найдёнов,4,NotStated,6,10,4,0.893222611046062,0.853980530053377,0.766595743158284,0.588621139526367,0.963132634758949,212,24,34,15,4,57.1349480968858,289,73.356401384083,8.30449826989619,11.7647058823529,5.19031141868512,1.3840830449827
518,1900,К звёздам,Андреев,1,NotStated,9,4,4,0.886975698130471,0.804513610071606,0.82458486199379,0.510642568270365,0.984895586967468,175,18,50,9,1,70.0948616600791,253,69.1699604743083,7.11462450592885,19.7628458498024,3.55731225296443,0.395256916996047
519,1900,К звёздам,Андреев,2,NotStated,9,4,4,0.873912483633283,0.870088625598598,0.858623221769171,0.59366668926345,0.918593692779541,166,37,59,18,5,65.859649122807,285,58.2456140350877,12.9824561403509,20.7017543859649,6.31578947368421,1.75438596491228
520,1900,К звёздам,Андреев,3,NotStated,9,4,4,0.88885752360026,0.885285998936053,0.854478528575292,0.590026380760329,0.890170760452747,135,27,63,14,8,62.1133603238866,247,54.6558704453441,10.9311740890688,25.5060728744939,5.66801619433198,3.23886639676113
521,1900,К звёздам,Андреев,4,NotStated,9,4,4,0.868909009249814,0.857535104859959,0.855483742775741,0.551837141022963,0.778914759556452,83,22,27,17,6,110.432258064516,155,53.5483870967742,14.1935483870968,17.4193548387097,10.9677419354839,3.87096774193548
526,1900,На дне,Горький,1,NotStated,12,5,4,0.865722892894631,0.860892423561641,0.845183221903523,0.647698061032729,0.889823794364929,252,14,113,44,5,50.7079439252336,428,58.8785046728972,3.27102803738318,26.4018691588785,10.2803738317757,1.16822429906542
527,1900,На дне,Горький,2,NotStated,12,5,4,0.863699660162253,0.696210138499737,0.820771397530347,0.61246437943259,,163,8,87,43,0,58.6976744186047,301,54.1528239202658,2.6578073089701,28.9036544850498,14.2857142857143,0
528,1900,На дне,Горький,3,NotStated,12,5,4,0.812219930031607,0.806511136201712,0.834420662979747,0.658171284355615,0.930061101913452,124,13,86,38,1,89.8969465648855,262,47.3282442748092,4.9618320610687,32.824427480916,14.5038167938931,0.381679389312977
529,1900,На дне,Горький,4,NotStated,12,5,4,0.828113180895647,0.805797581161772,0.853504277062866,0.636428227930358,0.916872441768646,96,14,53,33,1,75.4619289340102,197,48.7309644670051,7.10659898477157,26.9035532994924,16.751269035533,0.50761421319797
536,1900,Сказание о невидимом граде Китеже и деве Февронии,Бельский,1,NotStated,11,1,4,0.672308939198653,0.610120557248592,0.72682382663091,0.680704668164253,0.475464195013046,12,4,3,16,1,202.166666666667,36,33.3333333333333,11.1111111111111,8.33333333333333,44.4444444444444,2.77777777777778
537,1900,Сказание о невидимом граде Китеже и деве Февронии,Бельский,2,NotStated,11,1,4,0.721896420717239,0.819259385267893,0.749150864779949,0.681759054844196,0.838086605072022,25,6,12,26,1,130.371428571429,70,35.7142857142857,8.57142857142857,17.1428571428571,37.1428571428572,1.42857142857143
538,1900,Сказание о невидимом граде Китеже и деве Февронии,Бельский,3,NotStated,11,1,4,0.77874608800329,0.660492857297262,0.781336216764017,0.684242411454519,,29,3,22,45,0,118.858585858586,99,29.2929292929293,3.03030303030303,22.2222222222222,45.4545454545455,0
539,1900,Сказание о невидимом граде Китеже и деве Февронии,Бельский,4,NotStated,11,1,4,0.808154492466538,0.810293767601252,0.708582306450064,0.683176266295569,,27,16,11,42,0,108.833333333333,96,28.125,16.6666666666667,11.4583333333333,43.75,0
