,decade,title,author,act,normalizedGenre,numOfSpeakersMale,numOfSpeakersFemale,numOfActs,meanNEUTRAL,meanPOSITIVE,meanNEGATIVE,meanSKIP,meanSPEECH,countNEUTRAL,countPOSITIVE,countNEGATIVE,countSKIP,countSPEECH,avg_text_len,totalCOUNT,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
540,1900,Три сестры,Чехов,1,NotStated,9,5,4,0.886143762866656,0.907047387092344,0.834411080269253,0.585841562066759,0.914932245016098,120,31,34,28,10,105.520179372197,223,53.8116591928251,13.9013452914798,15.2466367713005,12.5560538116592,4.48430493273543
541,1900,Три сестры,Чехов,2,NotStated,9,5,4,0.893642082463863,0.865438801400802,0.803651147350973,0.612899520882854,0.955209821462631,129,17,49,27,2,91.1205357142857,224,57.5892857142857,7.58928571428571,21.875,12.0535714285714,0.892857142857143
542,1900,Три сестры,Чехов,3,NotStated,9,5,4,0.85559359655298,0.905146884066718,0.852648250960015,0.615258550360089,0.730078458786011,58,14,37,21,2,133.628787878788,132,43.9393939393939,10.6060606060606,28.030303030303,15.9090909090909,1.51515151515152
543,1900,Три сестры,Чехов,4,NotStated,9,5,4,0.873270696219133,0.862201786958254,0.816380593107968,0.64839007740929,0.794480482737223,98,13,41,21,6,103.54748603352,179,54.7486033519553,7.26256983240224,22.9050279329609,11.731843575419,3.35195530726257
548,1910,Гондла,Гумилёв,1,NotStated,7,1,4,0.761655229897726,0.883952289819717,0.812610463301341,0.656296559505992,,21,2,15,18,0,149.196428571429,56,37.5,3.57142857142857,26.7857142857143,32.1428571428572,0
549,1910,Гондла,Гумилёв,2,NotStated,7,1,4,0.760825403862529,0.704574167728424,0.726512290537357,0.575862316290538,,18,2,8,15,0,163.511627906977,43,41.8604651162791,4.65116279069768,18.6046511627907,34.8837209302326,0
550,1910,Гондла,Гумилёв,3,NotStated,7,1,4,0.81470035131161,0.882663226127625,0.80465007679803,0.619897511075525,,39,5,14,17,0,100.16,75,52,6.66666666666667,18.6666666666667,22.6666666666667,0
551,1910,Гондла,Гумилёв,4,NotStated,7,1,4,0.816385183069441,0.783209249377251,0.713069466874003,0.598280034567181,,18,4,16,19,0,142.947368421053,57,31.5789473684211,7.01754385964912,28.0701754385965,33.3333333333333,0
567,1910,Снежимочка,Хлебников,1,NotStated,33,12,4,0.822134798765183,0.778277814388275,0.818002394267491,0.651706938942274,,30,7,14,12,0,50.2222222222222,63,47.6190476190476,11.1111111111111,22.2222222222222,19.0476190476191,0
568,1910,Снежимочка,Хлебников,2,NotStated,33,12,4,0.812588308168494,0.794439405202866,0.780509733491474,0.608964644372463,0.815697729587555,23,2,9,8,1,63.9302325581395,43,53.4883720930233,4.65116279069768,20.9302325581395,18.6046511627907,2.32558139534884
569,1910,Снежимочка,Хлебников,3,NotStated,33,12,4,0.827551619094961,0.839937061071396,0.975074052810669,0.584913301467896,,17,2,1,5,0,79,25,68,8,4,20,0
576,1920,Бег,Булгаков,1,NotStated,33,7,4,0.861834041871034,0.782447874546051,0.820561148581051,0.633311775326729,0.930379164218903,154,11,42,40,5,80.9007936507936,252,61.1111111111111,4.36507936507937,16.6666666666667,15.8730158730159,1.98412698412698
577,1920,Бег,Булгаков,2,NotStated,33,7,4,0.885911924576541,0.795012623071671,0.827000292785027,0.587687896357642,0.882087111473084,109,2,34,9,2,93.8397435897436,156,69.8717948717949,1.28205128205128,21.7948717948718,5.76923076923077,1.28205128205128
578,1920,Бег,Булгаков,3,NotStated,33,7,4,0.887214283243968,0.788764405250549,0.82660225422486,0.660587046295404,0.927694171667099,104,15,46,32,2,74,199,52.2613065326633,7.53768844221106,23.1155778894472,16.0804020100503,1.00502512562814
579,1920,Бег,Булгаков,4,NotStated,33,7,4,0.886814566259097,0.740162360171477,0.807455795055086,0.610364635785421,0.679494976997376,133,12,44,21,4,88.5093457943925,214,62.1495327102804,5.60747663551402,20.5607476635514,9.81308411214953,1.86915887850467
580,1920,Дни Турбиных,Булгаков,1,NotStated,27,1,4,0.886829216660503,0.866461716971155,0.826789266467094,0.620468886061148,0.877596027084759,291,59,100,44,14,63.246062992126,508,57.2834645669291,11.6141732283465,19.6850393700787,8.66141732283465,2.75590551181102
581,1920,Дни Турбиных,Булгаков,2,NotStated,27,1,4,0.865436065278641,0.690098226070404,0.726226705771226,0.789577621552679,0.942979259150369,146,6,26,36,7,81.5294117647059,221,66.0633484162896,2.71493212669683,11.7647058823529,16.289592760181,3.16742081447964
582,1920,Дни Турбиных,Булгаков,3,NotStated,27,1,4,0.872457359348025,0.808091710011164,0.840280142000743,0.650267775411959,0.869532386461894,175,9,70,27,3,61.5422535211268,284,61.6197183098592,3.16901408450704,24.6478873239437,9.50704225352113,1.05633802816901
583,1920,Дни Турбиных,Булгаков,4,NotStated,27,1,4,0.889194158216318,0.836731279889743,0.824382955377752,0.666378170251846,0.919455841183662,132,24,44,22,12,75.3119658119658,234,56.4102564102564,10.2564102564103,18.8034188034188,9.4017094017094,5.12820512820513
599,1930,Адам и Ева,Булгаков,1,NotStated,9,4,4,0.888298110899172,0.888688249588013,0.808122103412946,0.608436347544193,0.899393038316207,190,25,48,20,11,72.4625850340136,294,64.6258503401361,8.50340136054422,16.3265306122449,6.80272108843538,3.74149659863946
600,1930,Адам и Ева,Булгаков,2,NotStated,9,4,4,0.815747949339095,0.787262514233589,0.791900157928467,0.581245498812717,0.988426864147186,105,6,45,23,1,88.1055555555556,180,58.3333333333333,3.33333333333333,25,12.7777777777778,0.555555555555556
601,1930,Адам и Ева,Булгаков,3,NotStated,9,4,4,0.862215409214182,0.840906113386154,0.806532958788531,0.587862214446068,0.807500302791596,129,11,56,20,2,82.8302752293578,218,59.1743119266055,5.04587155963303,25.6880733944954,9.17431192660551,0.917431192660551
602,1930,Адам и Ева,Булгаков,4,NotStated,9,4,4,0.869297621217934,0.813911652565002,0.813238389790058,0.662142529207118,0.97120213508606,111,10,40,17,2,83.7444444444444,180,61.6666666666667,5.55555555555556,22.2222222222222,9.44444444444445,1.11111111111111
603,1930,Батум,Булгаков,1,NotStated,35,1,4,0.897412411371867,0.791918218135834,0.776373931994805,0.61133657510464,0.923425207535426,165,12,39,13,6,83.8297872340426,235,70.2127659574468,5.1063829787234,16.5957446808511,5.53191489361702,2.5531914893617
604,1930,Батум,Булгаков,2,NotStated,35,1,4,0.904176168329087,0.733555138111115,0.836043414744464,0.569491369649768,0.927458633979162,201,7,44,16,6,64.1094890510949,274,73.3576642335766,2.55474452554745,16.0583941605839,5.83941605839416,2.18978102189781
605,1930,Батум,Булгаков,3,NotStated,35,1,4,0.910714620412304,0.718502099315325,0.81404127240181,0.622260922193527,0.746172860264778,197,6,50,15,4,60.2132352941176,272,72.4264705882353,2.20588235294118,18.3823529411765,5.51470588235294,1.47058823529412
606,1930,Батум,Булгаков,4,NotStated,35,1,4,0.862222527915781,0.791157609224319,0.768169071525335,0.599682450294495,0.53037029504776,88,5,16,7,1,86.0598290598291,117,75.2136752136752,4.27350427350427,13.6752136752137,5.98290598290598,0.854700854700855
607,1930,Война и мир,Булгаков,1,NotStated,76,12,4,0.853214660215946,0.861600717902184,0.834774082706821,0.570259407162666,0.830602288246155,84,10,31,14,3,113.929577464789,142,59.1549295774648,7.04225352112676,21.830985915493,9.85915492957746,2.11267605633803
608,1930,Война и мир,Булгаков,2,NotStated,76,12,4,0.854222826143303,0.729163845380147,0.824657599473822,0.62161455983701,0.893993530954633,101,9,29,23,7,99.5621301775148,169,59.7633136094675,5.32544378698225,17.1597633136095,13.6094674556213,4.14201183431953
609,1930,Война и мир,Булгаков,3,NotStated,76,12,4,0.843678246604072,0.767920490105947,0.817401292778197,0.65330401211977,0.763449639081955,135,15,21,20,4,93.3282051282051,195,69.2307692307692,7.69230769230769,10.7692307692308,10.2564102564103,2.05128205128205
610,1930,Война и мир,Булгаков,4,NotStated,76,12,4,0.870408125942753,0.810227290672414,0.774254086224929,0.611485217511654,0.684461003541946,62,17,23,20,5,98.0157480314961,127,48.8188976377953,13.3858267716535,18.1102362204724,15.748031496063,3.93700787401575
617,1930,Кабала святош (Мольер),Булгаков,1,NotStated,17,6,4,0.871738635831409,0.745519995689392,0.829943480816754,0.604190708775269,0.887132155895233,108,14,33,19,5,59.3519553072626,179,60.3351955307263,7.82122905027933,18.4357541899441,10.6145251396648,2.79329608938548
618,1930,Кабала святош (Мольер),Булгаков,2,NotStated,17,6,4,0.888415155685054,0.776644736528397,0.855991757277286,0.602136936626936,0.996964156627655,113,9,33,19,1,55.7485714285714,175,64.5714285714286,5.14285714285714,18.8571428571429,10.8571428571429,0.571428571428571
619,1930,Кабала святош (Мольер),Булгаков,3,NotStated,17,6,4,0.874760966937421,0.804237090051174,0.843211687899925,0.610170319676399,0.826892882585526,118,8,37,22,7,64.2604166666667,192,61.4583333333333,4.16666666666667,19.2708333333333,11.4583333333333,3.64583333333333
620,1930,Кабала святош (Мольер),Булгаков,4,NotStated,17,6,4,0.861176488966477,0.738069534301758,0.780728274956346,0.745018675923348,,82,5,32,16,0,75.0296296296296,135,60.7407407407407,3.7037037037037,23.7037037037037,11.8518518518519,0
628,1940,Остров мира,Петров,1,Comedy,17,5,4,0.898682456075048,0.823673297961553,0.772522492443814,0.555986076593399,0.814166797531976,163,15,34,6,9,143.04845814978,227,71.8061674008811,6.6079295154185,14.9779735682819,2.6431718061674,3.9647577092511
629,1940,Остров мира,Петров,2,Comedy,17,5,4,0.86060674945193,0.853820746907821,0.840967699885368,0.5737273309912,0.91789925760693,124,26,28,7,9,111.355670103093,194,63.9175257731959,13.4020618556701,14.4329896907217,3.60824742268041,4.63917525773196
630,1940,Остров мира,Петров,3,Comedy,17,5,4,0.858048265071019,0.86661905677695,0.860825484213622,0.597096045811971,0.865638865665956,92,19,23,6,11,83.364238410596,151,60.9271523178808,12.5827814569536,15.2317880794702,3.97350993377484,7.28476821192053
631,1940,Остров мира,Петров,4,Comedy,17,5,4,0.881270615756512,0.788635440170765,0.888630039162106,0.459895958503087,0.836989839871725,40,8,9,3,3,104.952380952381,63,63.4920634920635,12.6984126984127,14.2857142857143,4.76190476190476,4.76190476190476
632,1940,Последние дни (Пушкин),Булгаков,1,NotStated,30,6,4,0.866319883906323,0.86994845551603,0.840586172906976,0.624439337187343,0.715199789830617,115,17,38,18,7,77.9230769230769,195,58.974358974359,8.71794871794872,19.4871794871795,9.23076923076923,3.58974358974359
633,1940,Последние дни (Пушкин),Булгаков,2,NotStated,30,6,4,0.877888243592961,0.780200741120747,0.849349324317539,0.648134533436068,0.844207659363747,142,14,34,31,4,71.3866666666667,225,63.1111111111111,6.22222222222222,15.1111111111111,13.7777777777778,1.77777777777778
634,1940,Последние дни (Пушкин),Булгаков,3,NotStated,30,6,4,0.893368343157428,0.801065755741937,0.886239401251078,0.610682624081771,0.831599399447441,84,7,40,24,4,80.6540880503145,159,52.8301886792453,4.40251572327044,25.1572327044025,15.0943396226415,2.51572327044025
635,1940,Последние дни (Пушкин),Булгаков,4,NotStated,30,6,4,0.867533365037383,0.774478882551193,0.855473966510208,0.640961479056965,0.882780571778615,82,2,27,11,3,73.336,125,65.6,1.6,21.6,8.8,2.4
